Unnamed: 0,title,level,language,crediteligibility
21895.0,Microsoft 365 Yammer - Beginner,All Levels,English,Yes
21896.0,Excel in Microsoft Excel 3: Pivot Tables Intro & Masterclass,Expert,Spanish,No
21897.0,SAP Intra Company STO process,Expert,German,No
21898.0,Learn Microsoft Publisher 2016 Complete Course for Beginners,Beginner,French,Yes
21899.0,ChatGPT Crash Course: ChatGPT Essentials & ChatGPT Prompts,Beginner,German,No
21900.0,Power Pivot Workshop Complete Bundle,All Levels,English,No
21901.0,Top 25 Microsoft Excel Advanced Formulas: Hands-on Tutorial,Expert,English,Yes
21902.0,Monday for Beginners - An Introductory Course to Monday,Beginner,English,Yes
21903.0,Ultimate Microsoft Excel Course - Beginner to Expert in 5h,Expert,German,No
21904.0,Estimating And Costing,Beginner,French,Yes
21905.0,Google Apps for Beginners,Beginner,French,No
21906.0,Interactive Microsoft Excel Dashboard for Data Analyst 2023,Intermediate,Spanish,No
21907.0,Most Common Excel Formulas - Excel at Your Job,Intermediate,German,No
21908.0,Microsoft 365 SharePoint Site User,Beginner,Spanish,No
21909.0,Learn Excel Conditional Formatting with 7 Practical Problems,Intermediate,Spanish,No
21910.0,PowerPoint - Impactful Microsoft PowerPoint Presentations,All Levels,Spanish,No
21911.0,PowerPoint 2016 Introduction,Beginner,Spanish,No
21912.0,Azure - Deploying Websites,Intermediate,English,Yes
21913.0,Secrets to Making Money with ChatGPT: From Beginner to Pro,All Levels,Spanish,Yes
21914.0,Microsoft Excel for Mac 2: Intermediate to Expert advanced,Intermediate,French,Yes
21915.0,Complete Gmail Productivity Course -  More Productive Email,Intermediate,Spanish,Yes
21916.0,Excel Shortcuts for Management Consultants,Beginner,English,Yes
21917.0,PowerPoint Masterclass: Create Interactive Presentations,Expert,Chinese,No
21918.0,PowerPoint 2013 2016 2019 - Video Animation in Powerpoint,Intermediate,Chinese,No
21919.0,Master QuickBooks Pro 2015 & 2016 the Easy Way,Beginner,Chinese,Yes
21920.0,"Microsoft Word 2013 Tutorial, Learn To Master Microsoft Word",Expert,German,No
21921.0,Word 2016 Advanced,Expert,French,Yes
21922.0,The Ultimate Microsoft Visio 2010 & 2013 Bundle - 19 Hours,Beginner,English,No
21923.0,Computer Basics for Beginners: The Basic Computer Course,Beginner,Chinese,No
21924.0,Effective teamwork using SharePoint and Lync 2010,Intermediate,English,No
21925.0,"Excel Data Analysis: Produce Great Reports, Basic Statistics",Expert,English,Yes
21926.0,Ultimate Microsoft Office Productivity Tips,All Levels,German,No
21927.0,Mastering Crystal Reports 2013 Made Easy Training Tutorial,Intermediate,Chinese,Yes
21928.0,Advanced Course on Microsoft PowerPoint Presentation / PPT,Intermediate,Spanish,No
21929.0,Microsoft Excel 2016 Bootcamp - Zero to Hero Training,Beginner,English,Yes
21930.0,Learn Basic Sage 50 Accounts 2018-19 Bookkeeping for Newbies,Beginner,Chinese,Yes
21931.0,Microsoft Excel - VBA,Expert,English,Yes
21932.0,Excel Advanced Dashboard Infographics MasterClass Volume  2,Intermediate,German,No
21933.0,"Excel, PowerPoint & Presentations for Investment Bankers",Beginner,German,No
21934.0,Become an Excel VBA Expert for Beginners,Expert,Spanish,No
21935.0,Microsoft Office suite(Latest 2021) | VBA and Macro,Intermediate,German,No
21936.0,Learn Google Suite from scratch,All Levels,Chinese,Yes
21937.0,Step-by-step Spreadsheets for Absolute Beginners,Beginner,German,No
21938.0,PowerPoint Masterclass: Logo Design & Animation for Beginner,All Levels,Spanish,Yes
21939.0,"Microsoft Access VBA, Design and Advanced Methods Workshop 5",Intermediate,French,Yes
21940.0,Mastering Excel 2019 - Basics,Beginner,English,No
21941.0,SAP - SAP CRM,Expert,English,Yes
21942.0,Mastering Excel Fundamentals - Excel Beginner Course,Beginner,Chinese,No
21943.0,Learn Google Sheets In 1 Day With Fascinating Projects,Beginner,Spanish,No
21944.0,Oracle Data Integrator (ODI) 12c Admin Course,Intermediate,Spanish,No
21945.0,R12i Oracle E Business Suite Fundamentals,All Levels,Spanish,Yes
21946.0,Excel 2019: The Ultimate Guide to Excel VLOOKUP,Intermediate,English,No
21947.0,Excel Basics,Expert,German,Yes
21948.0,Office 365: Excel and Word BUNDLE - Beginner to expert,Beginner,English,No
21949.0,Google Sheets Fundamentals,Beginner,English,No
21950.0,Learn Excel for Health Care Professionals,Intermediate,English,No
21951.0,59 ChatGPT HACKS To Make Money Online in 2023,Intermediate,German,Yes
21952.0,Microsoft Word 2016 - Bootcamp - Zero to Hero training,Beginner,French,Yes
21953.0,Excel 2010 Advanced,Expert,Chinese,Yes
21954.0,SAP S/4HANA Enterprise Management,Expert,French,No
21955.0,Microsoft Excel- Excel Tables,All Levels,French,No
21956.0,Master Microsoft OneNote. The Ultimate Course,Beginner,English,Yes
21957.0,Excel 2013 PowerPivot & Advanced Business Intelligence Tools,Expert,French,No
21958.0,Zoho CRM - The Ultimate Guide on Zoho CRM,Intermediate,English,No
21959.0,Essential Excel Formulas and Functions,Beginner,English,No
21960.0,Excel Employment Assessment Test Practice,Beginner,Chinese,No
21961.0,Learn Microsoft Powerpoint 2016 - From Beginner to Expert,Beginner,Spanish,Yes
21962.0,Access 2016 Introduction,Beginner,English,Yes
21963.0,Learn To Touch Type Correctly & Achieve 60WPM in 4 Days,Intermediate,French,Yes
21964.0,Evernote & The System2: Productivity & GTD on Steroids,Intermediate,Chinese,Yes
21965.0,Microsoft Excel Intermediate,Intermediate,French,No
21966.0,PowerPoint 2016 Advanced Training Course | MS Office 365,Expert,Spanish,Yes
21967.0,"Microsoft Word: Forms, Mail Merge, and Field Code Rules",All Levels,German,Yes
21968.0,Access Macros: Automate Your Access Databases,Intermediate,Spanish,No
21969.0,How To Dominate Excel Formatting & Charting,Beginner,Chinese,Yes
21970.0,MS Project Professional Beginner to Expert.,Intermediate,Spanish,No
21971.0,Sage 300 ERP: Installation and Setup Guide for Beginners,All Levels,Spanish,No
21972.0,Adobe InCopy CC,Beginner,Chinese,Yes
21973.0,SAP S/4 HANA PP - Production Planning,All Levels,Chinese,Yes
21974.0,IBM Lotus Domino Administration 8.5.3 Training,Expert,French,Yes
21975.0,SAP MM Support Activities and sample Support Tickets,Expert,English,No
21976.0,SharePoint Online Basics,Beginner,German,No
21977.0,SAP APO (Advanced Planning and Optimisation) Training,Intermediate,German,Yes
21978.0,"Step-by-step guide to SAP BTP, SAP HANA Cloud,CAPM, BAS",Expert,German,No
21979.0,ChatGPT-4 Masterclass: ChatGPT Playbook for Professionals!,Expert,Spanish,Yes
21980.0,Quantity Surveying and Estimation for Roads and Tunnel Works,All Levels,Chinese,No
21981.0,Getting Started in Asana - Asana Course for Beginners,Beginner,Chinese,Yes
21982.0,Learn Microsoft Word 2016 - From Beginner to Expert,Beginner,Chinese,No
21983.0,Google Sheets for Beginners & Excel Users Who Need Sheets,Intermediate,English,No
21984.0,Excel 2016 Pivot Tables Deep Dive,Intermediate,Chinese,Yes
21985.0,Microsoft Project 2016 Advanced Training Master Class,Intermediate,Chinese,No
21986.0,Google Sheets from Beginner to Advanced,Expert,Spanish,Yes
21987.0,The Ultimate Microsoft Excel 2010 and 2013 Training Bundle,Expert,French,No
21988.0,Step by Step Kaizen Practitioner Mastercourse for Beginners,Intermediate,German,Yes
21989.0,Learn Microsoft PowerPoint 2013 the Easy Way - 9 Hours,Beginner,Spanish,Yes
21990.0,Microsoft PowerPoint 2010,All Levels,Spanish,Yes
21991.0,Google Sheets - Working With Formulas and Functions,Beginner,Spanish,No
21992.0,Microsoft 365 Managing Microsoft Teams (Exam MS-700),Intermediate,German,Yes
21993.0,Microsoft Forms Essentials (2022),Beginner,Spanish,No
21994.0,Excel - Beginner to Advanced in 4 Hours,Beginner,French,Yes
21995.0,SAP MM (Materials Management) Certification Training,All Levels,Chinese,No
21996.0,Getting Started with Google Drive,Beginner,French,Yes
21997.0,Microsoft Excel Basics: For Home & Office,Beginner,Chinese,No
21998.0,Microsoft Project for the Web Essentials,Beginner,Chinese,No
21999.0,Microsoft Word - Basic to Advance Level MS Word Course,All Levels,Spanish,No
22000.0,Get Microsoft Access 2013 Certified (MOS) Exam 77-424,Intermediate,Spanish,Yes
22001.0,"Excel For Beginners: VLOOKUP, INDEX, MATCH, SUMIFS, COUNTIFS",Expert,German,Yes
22002.0,Microsoft Excel and Google Sheets for Data Analysis,Expert,English,No
22003.0,SAP Audit,All Levels,French,No
22004.0,SAP ABAP OO ALV with Real time examples,All Levels,German,No
22005.0,SAP Controlling,All Levels,German,Yes
22006.0,Microsoft Excel 2021/365 Masterclass: Advanced Excel Course,Expert,French,Yes
22007.0,Computer Fundamentals for Bigginners,Beginner,French,No
22008.0,SAP Administration,Expert,Chinese,Yes
22009.0,Get Organized and Go Paperless with OneNote,All Levels,English,Yes
22010.0,Office Fundamentals - PivotTables in Microsoft Excel,All Levels,Spanish,Yes
22011.0,"ChatGPT Intensive: Prompt Engineering, DALL-E 3, GPT-4",All Levels,English,Yes
22012.0,Time Management and Productivity with Microsoft Outlook,Intermediate,English,Yes
22013.0,Excellence in Excel! Create a bookkeeping tools by doing.,Expert,Spanish,No
22014.0,Quickmigration Office 2003 to 2010 migration training,Expert,English,No
22015.0,Decision Making Using Analytical Hierarchy Process (AHP),All Levels,German,Yes
22016.0,Microsoft Excel for Beginners,Beginner,German,No
22017.0,Microsoft PowerPoint 2016 Made Easy,Intermediate,Spanish,Yes
22018.0,Microsoft Excel: Data Reporting and Dashboards From Scratch!,Expert,Spanish,No
22019.0,Salesforce Sys Admin Training: Getting Started Fundamentals,Beginner,French,Yes
22020.0,Learning DAX in Easy Steps,Intermediate,French,Yes
22021.0,Learn Power Bi - Analyze & Visualize Data with Power Bi - P1,Expert,English,Yes
22022.0,Ultimate Microsoft Excel 2016 Course - Beginner to Expert,Intermediate,English,No
22023.0,Microsoft Project : Learn Project Management with MS Project,Beginner,Spanish,No
22024.0,Dashboard Reporting in Microsoft Excel (Tips & Tricks),Intermediate,English,No
22025.0,Touch Typing Course: Learn To Type 2x Faster In 30 Days!!,Beginner,Chinese,Yes
22026.0,"Master Excel Formulas, Tips & Tricks - Real-World Examples",Expert,German,Yes
22027.0,Interactive Excel Dashboards,Intermediate,English,No
22028.0,Excel for Mac 3: Pivot Tables Intro & Masterclass,Expert,English,No
22029.0,SAP Materials Management Course - Your Guide to SAP ERP,Beginner,French,Yes
22030.0,QuickBooks Desktop Pro -Personal Bookkeeping-Accounting,Expert,Chinese,Yes
22031.0,Managing and Configuring Microsoft Hyper-V - Beginner,Beginner,English,Yes
22032.0,Microsoft Power BI Mastery: From Beginner to Intermediate,Expert,German,No
22033.0,Microsoft Excel - Advanced Excel Formulas & Training,Expert,English,Yes
22034.0,SAP Material Management Consultant Training Beginner to Adv,Expert,Spanish,Yes
22035.0,Getting Started With Google Docs,Expert,Chinese,Yes
22036.0,Microsoft ACCESS Database Hands-on Training with Exercises,Beginner,English,Yes
22037.0,Microsoft Access 2016 Intermediate/Advanced Course,Intermediate,Chinese,No
22038.0,Master Power Automate: Learn RPA without Coding,Expert,English,Yes
22039.0,Power Automate Desktop for Beginners - 2021 Edition,Beginner,German,No
22040.0,Microsoft Access 2013 Tutorial -A Definitive Guide To Access,Intermediate,German,Yes
22041.0,Oracle DBA Interview Prepare,Expert,Chinese,No
22042.0,Introduction to Microsoft Access 2013,Beginner,French,No
22043.0,Excel Macros & VBA for Excel Report Automation,Expert,French,No
22044.0,QuickBooks Online Not for Profit Organization,Expert,Spanish,No
22045.0,Microsoft Excel Masterclass (2016/2019) - Basic to Advanced,All Levels,French,Yes
22046.0,Microsoft Excel - Beginner to Advance in MS Excel,Beginner,Chinese,No
22047.0,Learn Pivot Tables in Excel from Scratch,Expert,French,No
22048.0,Ultimate Microsoft Access 2019 Bundle: Beginner - Advanced,All Levels,Spanish,Yes
22049.0,Excel VBA to PDF Forms Mastery Course,All Levels,English,No
22050.0,Inside Excel - Learn 23 Essential Excel Skills the Pros Know,All Levels,French,No
22051.0,[2023] Introduction to Data Analytics with Microsoft Excel,Expert,Chinese,Yes
22052.0,TIBCO ActiveMatrix BusinessWorks 5.x Essentials,All Levels,Chinese,No
22053.0,Learn QuickBooks Pro 2014 the Easy Way,Beginner,Spanish,Yes
22054.0,Microsoft Windows 8,All Levels,Spanish,No
22055.0,Excel Power Map: A Power BI Tool for Reporting Professionals,Expert,German,No
22056.0,Effective Strategies for Managing E-mail,Beginner,German,No
22057.0,SAP MM-WM Integration Course,Intermediate,German,Yes
22058.0,Excel Conditional Formatting from Basics to Formulas- SMASH!,Beginner,English,No
22059.0,SAP Supply Chain : Shipments and Shipment Costing in R/3,All Levels,Chinese,Yes
22060.0,Mac 101 - A Beginner's Guide to Mac OS Keyboard Shortcuts,Beginner,German,No
22061.0,Microsoft Outlook 2019 / 365: Beginner To Advanced,Expert,Chinese,No
22062.0,Microsoft Excel 2019 (365): Crash Course,Intermediate,Spanish,No
22063.0,Windows 10 Foundation Level Training,Beginner,English,No
22064.0,SAP Business Planning and Consolidation(SAP BPC) 10.1  ,Beginner,Spanish,Yes
22065.0,Microsoft 365 Delve - Beginner,Expert,Chinese,Yes
22066.0,SAP Production Planning,All Levels,German,Yes
22067.0,Excel Dashboard Secrets - Create Awesome Excel Dashboard,Expert,Spanish,No
22068.0,SQL Loader - Learn in 22 Examples,Beginner,French,Yes
22069.0,Google Drawings : Complete Guide to Google Drawings,Intermediate,English,Yes
22070.0,Job Order Costing System – Managerial Accounting,Intermediate,Chinese,No
22071.0,Oracle Fusion HCM - Talent Management,All Levels,German,Yes
22072.0,Master VBA for Excel: Discover How to Put Excel on Autopilot,All Levels,Spanish,No
22073.0,Ultimate Excel Beginner to Advanced Bundle,Intermediate,English,No
22074.0,Microsoft Project 2019 Advanced: Master MS Project,Expert,German,Yes
22075.0,Knight's Microsoft Business Intelligence 24-Hour Trainer   ,Expert,Spanish,Yes
22076.0,Oracle Fusion  Technical Cloud (BI/OTBI/ADF/OICS/SmartView),Expert,Chinese,No
22077.0,PowerPoint VBA Macros and Coding Interactive Presentations,Beginner,French,No
22078.0,Master Microsoft Visio 2013 the Easy Way,Beginner,French,No
22079.0,Statistical Analysis with Excel 2013 Advanced Skills,Intermediate,Chinese,No
22080.0,Exam MS-203: Microsoft 365 Messaging,Expert,English,Yes
22081.0,SAP Materials Management (MM) End User Training,Beginner,Chinese,No
22082.0,SAP WM Organization Structure & Master Data Course,Expert,Spanish,Yes
22083.0,SAP ABAP Object Oriented Programming (OOP),Intermediate,English,No
22084.0,Getting Started with SAP HANA Cloud (with your own Instance),Beginner,French,Yes
22085.0,"Microsoft Word Like a Boss - Get Certified, Master Long Docs",Expert,Spanish,No
22086.0,SAP Business One - Navigation,Beginner,German,No
22087.0,Introduction to Oracle 12c Golden Gate for absolute beginner,Beginner,German,Yes
22088.0,"Typing Course: master Touch Typing on PC, Mac and Phone",Beginner,German,No
22089.0,Learn Excel Pivot Tables in 2 Hours with Dr. John Miko,Beginner,French,Yes
22090.0,PowerPoint for Consulting and Business presentations,Beginner,Chinese,No
22091.0,The Ultimate Excel VBA Course: Learn & Master VBA Fast,Beginner,English,No
22092.0,SAP Big Data Predictive Analytics : An Overview,All Levels,French,No
22093.0,Transform Your Creative Writing With ChatGPT!,Expert,Spanish,Yes
22094.0,SharePoint 2016 Site User Beginner,Beginner,Spanish,No
22095.0,Learn Power Bi - Analyze & Visualize Data with Power Bi - P2,Expert,German,Yes
22096.0,Oracle Fusion HCM - Workforce Compensation,Intermediate,English,No
22097.0,"IDoc Trouble Shoot,Processing and Re-Processing for SAP FICO",Expert,German,Yes
22098.0,Tableau Desktop [3-Course Bundle],All Levels,Spanish,Yes
22099.0,Oracle Fusion Cloud HCM Absence Management ImplementationR13,Expert,Spanish,No
22100.0,Microsoft Excel - Excel from Beginner to Advanced level,Intermediate,Chinese,No
22101.0,Complete Microsoft Excel Class For Beginners,Beginner,Chinese,No
22102.0,"Microsoft Access VBA, Design and Advanced Methods Workshop 6",Intermediate,Chinese,No
22103.0,Microsoft Access 2019/365: Beginner To Advanced,Expert,German,Yes
22104.0,Microsoft Excel - Excel for beginners,All Levels,English,Yes
22105.0,"Learn Salesforce Reports, Dashboards and List Views",All Levels,Chinese,No
22106.0,Asset Accounting in SAP,All Levels,French,Yes
22107.0,SAP MM Inventory Management Course,Expert,Chinese,No
22108.0,"Microsoft Excel for Beginners: Basics, Functions & Formulae",Beginner,German,No
22109.0,Microsoft SharePoint 2013 Foundation Training,Beginner,English,No
22110.0,Oracle Human Capital Management (HCM/HRMS),Intermediate,Chinese,No
22111.0,Excel 101 - Basic Excel. Learn Excel Fundamentals. (2023),Beginner,English,No
22112.0,Oracle Cloud Infrastructure (OCI)  Architect Course,Expert,French,Yes
22113.0,"SAP MM-STO-Intra,Inter Company &Trnsfr Postngs -ECC&S/4HANA",Beginner,Spanish,No
22114.0,Beginner's Gateway: Excel Fundamentals and Beyond,Beginner,English,Yes
22115.0,SharePoint 2013 Fundamentals,Beginner,Chinese,No
22116.0,Excel Conditional Formatting Master Class,Intermediate,German,No
22117.0,The 2023 Confluence Crash Course,Expert,German,No
22118.0,Microsoft Excel - Advanced Excel Tricks that Impress,Intermediate,German,No
22119.0,"SAP Business Analyst / ERP BA / BA Role in SD,MM,FI.",Beginner,German,Yes
22120.0,SAP - SAP FICO Training - A step by step conceptual approach,Expert,English,Yes
22121.0,Microsoft Project 2013 Tutorial Video - Beginners / Advanced,Expert,German,No
22122.0,SAP Project Lifecycle,Beginner,Spanish,No
22123.0,SAP ABAP Certification Training,Intermediate,French,No
22124.0,Animated Videos in Microsoft PowerPoint - Master Animation,All Levels,English,No
22125.0,Microsoft Visio 2019 / 365 : Beginner to Advanced,Expert,English,Yes
22126.0,Welcome to Microsoft Word 2016 Made Easy,Intermediate,German,Yes
22127.0,Microsoft Excel Fundamentals: A Beginners Guide,Beginner,German,No
22128.0,Surviving Digital Forensics: Volume Shadow Copy,Expert,English,Yes
22129.0,QuickBooks Desktop Job Costing,Intermediate,German,Yes
22130.0,SAP SD Sales and Distribution (basic to advanced),All Levels,German,No
22131.0,SAP Basis Complete Certification Training (beginner to guru),Intermediate,German,Yes
22132.0,MicroSoft Teams Masterclass: Connect With MS Teams,All Levels,German,No
22133.0,MBA in Excel- Master Business Analytics in Excel,Expert,German,Yes
22134.0,Electronic Bank Statement (EBS) in SAP S4HANA 2021,Intermediate,Chinese,Yes
22135.0,Ultimate Microsoft Project Bundle - 4 Courses for MS Project,Expert,Chinese,No
22136.0,70-697: Configuring Windows Devices,Intermediate,Chinese,Yes
22137.0,"Microsoft Access VBA, Design and Advanced Methods Workshop 7",Intermediate,English,Yes
22138.0,Developing SAP UI5 apps using Fiori Elements (WebIDE & SBAS),Beginner,French,Yes
22139.0,OBIEE 12c Admin Course,Intermediate,English,Yes
22140.0,Excel Analytics - Data Analysis with Pivot-Tables and Charts,Expert,Chinese,Yes
22141.0,Microsoft SharePoint Server 2013 Core Solutions Exam 70-331,Expert,English,No
22142.0,Functional Principles of Oracle ERP - EBS and Saas (Fin),Beginner,French,No
22143.0,Access 2016 Intermediate,Intermediate,German,Yes
22144.0,Excel - Starting From Scratch,Beginner,Spanish,No
22145.0,SAP BW Data Modeling For Beginners Training 2017 - SAP BW,Intermediate,Chinese,Yes
22146.0,Essential Microsoft Excel from Beginner to Advance level,Beginner,Chinese,Yes
22147.0,Gain 4 Hours per Week: Learn 75 Practical Keyboard Shortcuts,Expert,French,No
22148.0,The Ultimate Microsoft Access 2010 Training Course 15 Hours,Expert,German,Yes
22149.0,Zoho CRM Admin: Learn to Master Business Sales step-by-step,Expert,German,No
22150.0,PowerPoint 2013 Advanced,Expert,Spanish,Yes
22151.0,Excel To Dashboard: A Beginner's Guide To Excel,Beginner,German,Yes
22152.0,Microsoft Excel - from Beginner to Advanced & VBA by IITian,All Levels,French,No
22153.0,Microsoft Forms - The Complete Course for Beginners,Beginner,German,Yes
22154.0,SAP HR | SAP Human Resources Training,Beginner,French,No
22155.0,Mac Keynote: Creating Amazing Presentations On Your Mac,All Levels,Chinese,No
22156.0,"Become Expert in Tally ERP9, Complete  Advance Course",Expert,Chinese,Yes
22157.0,Alteryx Bootcamp | 25 Tools with Before & After Examples,Beginner,Chinese,Yes
22158.0,Excel Essential Skills: Excel proficiency in 45 minutes,Beginner,English,No
22159.0,"Learn LibreOffice now, start using the FREE suite: Calc",Expert,Chinese,Yes
22160.0,Microsoft Visio Masterclass - Beginner To Advanced,Expert,French,Yes
22161.0,How To Use iMovie To Edit Your Videos,Beginner,Spanish,No
22162.0,Microsoft Excel Beginner & Intermediate Training w/ Projects,All Levels,German,Yes
22163.0,Gmail Masterclass - Become A Gmail Super User In 2 Hours,All Levels,Chinese,Yes
22164.0,SAP: A Guide for Beginners and End Users,Expert,English,No
22165.0,Excel Charts & Graphs and SmartArt Graphics for Beginners,Beginner,English,Yes
22166.0,SAP for Beginners (also learn to install SAP for Practice),Beginner,French,Yes
22167.0,Excel Beginner to Pro,All Levels,Spanish,Yes
22168.0,Learn SAP SuccessFactors Employee Central with Timeoff,All Levels,Chinese,Yes
22169.0,Ultimate Excel Shortcut Guide Become a Power User in Days!,Intermediate,Chinese,Yes
22170.0,SAP Controlling (CO) Certification Training,Expert,English,Yes
22171.0,SAP Controlling (CO) Certification Training,Expert,French,No
22172.0,"SAP Product Costing Part 1- Overview,Planning & Preparation",All Levels,English,Yes
22173.0,Oracle 11g to 12c database upgrade with Data Guard and ASM,Expert,English,Yes
22174.0,The Ultimate Microsoft Project 2010 & 2013 Training Bundle,Intermediate,Spanish,Yes
22175.0,Essential Microsoft Excel For Beginner to Advanced,Beginner,French,No
22176.0,"Excel: Core Data Analysis, and Workbook Customization",Expert,Spanish,Yes
22177.0,Master Excel VBA and Excel Macros,All Levels,French,No
22178.0,Microsoft Excel 2019 Level 1 - Beginner Excel 2019,Beginner,Chinese,No
22179.0,Creating Universes Using SAP BusinessObjects IDT(Fast Track),Beginner,German,No
22180.0,Mastering Excel 2019 - Intermediate,Intermediate,German,No
22181.0,Advanced Excel Formulas and VBA User Defined Functions,Intermediate,French,No
22182.0,Stepping beyond the Power Query User Interface,Intermediate,German,Yes
22183.0,Excel data analysis bootcamp,Intermediate,English,Yes
22184.0,MS Excel Advance Training: Solve Difficult Problems,Expert,Chinese,Yes
22185.0,SAP S/4HANA : An Insight,Expert,Chinese,Yes
22186.0,"Excel Accounting 2–Worksheet, Opening Balances, & Subledger",All Levels,German,No
22187.0,Microsoft 365 Admin Tips and Tricks,Intermediate,French,No
22188.0,Microsoft Access Training | Master the MS Access,Intermediate,English,No
22189.0,Microsoft Excel for Mac: Beginners Excel 2019 Course,Beginner,French,No
22190.0,Crystal Reports 2008 Introduction,Beginner,German,No
22191.0,Microsoft Excel Course - Basic to Advanced Level,Expert,Chinese,No
22192.0,Outlook 365 Beginner,Beginner,Chinese,Yes
22193.0,Creating Sports League Tables and Tournaments in Excel,Intermediate,French,Yes
22194.0,Using Excel as a database with VBA,All Levels,Spanish,Yes
22195.0,Ultimate Master Course for Excel Dashboard Analytics,Expert,French,Yes
22196.0,Learning Azure Process Automation using PowerShell,Expert,Spanish,No
22197.0,Introduction to Predictive Analytics on SAP HANA,All Levels,French,No
22198.0,Google Sheets for Data Analysis and Workflow Automation,Intermediate,Spanish,No
22199.0,40 Handy Excel Tips to make you look like a Excel Guru,Intermediate,Spanish,Yes
22200.0,***OUTDATED*** Salesforce for NonProfits & NGOs,Intermediate,Spanish,Yes
22201.0,InfoPath: Advanced List-based Solution Development,Expert,Spanish,Yes
22202.0,Typing aid to reduce number of keystrokes & improve Accuracy,Expert,English,Yes
22203.0,PowerQuery M code language Part2,Expert,Spanish,Yes
22204.0,VBA WEB - Connect Excel to the WEB with VBA,Intermediate,Spanish,Yes
22205.0,Microsoft Sway Essentials (2023),Expert,Chinese,No
22206.0,Learn how to Implement SAP FI (Configuration),All Levels,English,Yes
22207.0,Powerpoint in 2 Hours: PowerPoint Training for Beginners,Beginner,Spanish,Yes
22208.0,"Master Salesforce Classic Reports, Dashboards and Listviews",Beginner,German,Yes
22209.0,Microsoft Office | From Zero to Hero,All Levels,English,No
22210.0,"Excel for Beginners: Learn Excel, Create a Budget, Have Fun!",Beginner,Chinese,Yes
22211.0,SAP MM Functional Spec Writing-RICEFW Objects,All Levels,French,Yes
22212.0,"Excel Using Only Keyboard- Advance Shortcuts,Tips & Tricks",Expert,Chinese,No
22213.0,Data Modelling in Excel Masterclass: Excel Formulas,Intermediate,Chinese,Yes
22214.0,Ultimate Excel 2021/365 Bundle: Beginner to Advanced Course,All Levels,English,Yes
22215.0,Microsoft Access 2010 Training - Beginners/Intermediate,Beginner,English,No
22216.0,SAP BTP Training - From Basics to Advanced [Hands-on],Expert,German,No
22217.0,Excel 2013 Dashboard Design,All Levels,German,Yes
22218.0,Azure - Advanced Virtual Machine Deployment,Intermediate,English,No
22219.0,Data Science - Machine Learning on SAP Data & SAP Consultant,All Levels,English,No
22220.0,Introduction to Microsoft SharePoint Foundation 2013,Beginner,English,Yes
22221.0,Learn Microsoft Excel 2010 the Easy Way,Beginner,French,No
22222.0,Google Sheets - Dashboard Design,Intermediate,Chinese,No
22223.0,Learn Microsoft Forms Online Form Creation | Quiz | Survey,Intermediate,German,Yes
22224.0,Introduction to Microsoft Word for Beginners to Intermediate,Beginner,German,No
22225.0,Mastering Microsoft Publisher 2019 and 365 Training Tutorial,Beginner,Spanish,Yes
22226.0,Excel Power Query,All Levels,French,No
22227.0,Microsoft Excel A to Z: Boost Office Productivity & Reports,Expert,English,No
22228.0,Microsoft Excel: Advanced Excel Formulas and Shortcuts,Expert,English,Yes
22229.0,Microsoft Excel for the New Project Manager (PM),Beginner,French,No
22230.0,Learn Microsoft Excel 2010 by Example,Expert,German,No
22231.0,Completely Master Google Classroom,All Levels,English,No
22232.0,SAP EWM (Extended Warehouse Management) Training,Expert,Spanish,No
22233.0,Great Writing with ChatGPT | A Complete Hands-on Guide,Intermediate,German,No
22234.0,Build a Podio CRM in no time!,Beginner,Chinese,Yes
22235.0,Learning PowerShell Object Oriented Scripting,Expert,French,No
22236.0,Excel VBA for Business: Barcodes,Expert,German,Yes
22237.0,Essential VBA Training for Excel - Automate Repetitive Tasks,Intermediate,Chinese,No
22238.0,Microsoft Excel for Financial Analyst Career,Beginner,Spanish,No
22239.0,Scrivener Simplified - How to Write a Book in Scrivener 2,Expert,French,Yes
22240.0,PowerPoint Parallax Course,Expert,English,No
22241.0,SAP Analysis for Office,Expert,English,No
22242.0,How to Master Google Docs,All Levels,Chinese,No
22243.0,Mac for Windows Brains,Beginner,German,No
22244.0,Power Query and Power View - Excel Power Tools Master Class,Intermediate,Spanish,Yes
22245.0,Become a digital note-taking expert using OneNote,Expert,Chinese,Yes
22246.0,Complete Excel Macros and Excel VBA Course for Beginners,All Levels,Spanish,No
22247.0,Microsoft Power BI Advanced Dashboard Full Practical Course,All Levels,Spanish,Yes
22248.0,Excel Charts - Online Training,Expert,Spanish,Yes
22249.0,Microsoft Word 2: from Intermediate to Expert certification,Intermediate,French,No
22250.0,SAP Architect,Expert,Chinese,No
22251.0,Learn and apply google sheets knowledge!,All Levels,French,Yes
22252.0,Excel - Microsoft Excel Beginners Class,Beginner,German,Yes
22253.0,Master Microsoft Access 2013 & 2016 for Beginners,Expert,German,Yes
22254.0,Excel Power Query Combo - Beginners + Advanced M language,All Levels,English,Yes
22255.0,Mastering Sage 50 v. 2014 Training Tutorial,All Levels,English,Yes
22256.0,SAP Data Migration ( SAP ECC / S4 HANA Data Migration) | ETL,Expert,English,Yes
22257.0,Microsoft Excel Pivot Tables - In-Depth Excel Training,All Levels,German,No
22258.0,Microsoft Excel - Level 1 - Foundations,Beginner,Spanish,No
