title,link,institution,subject,level,prerequisites,language,videotranscript,associatedprograms,associatedskills
Circular Economy for aSustainable BuiltEnvironment,https://www.edx.org/learn/circular-economy/delft-university-of-technology-circular-economy-for-a-sustainable-built-environment,Delft University of Technology,Architecture,Intermediate,"The course will be of interest and value to students and working professionals in the fields of architecture, urbanism, and building/infrastructure engineering.The course builds upon basic knowledge of architectural and urban design and engineering, as well as general knowledge of Circular Economy theory. For background information we recommend you follow the courses:“Circular Economy: An Introduction” and/or “Engineering Design for a Circular Economy”, also on EdX.org",English,English,None,"Business Modeling, Urban Design, Greenhouse Gas, Built Environment, Green Building, Economy, Regional Development, Supply Chain, Energy Consumption"
Administración pública yfiscal: cómo se gestionaun gobierno,https://www.edx.org/learn/government/inter-american-development-bank-administracion-publica-y-fiscal-como-se-gestiona-un-gobierno,Inter-American Development Bank,Economics & Finance,Introductory,None,Español,None,None,Public Administration
Landscape Ecology,https://www.edx.org/learn/environmental-science/eth-zurich-landscape-ecology,ETH Zurich,Environmental Studies,Intermediate,High-school algebraBasic knowledge in geograhpic information system (GIS) and statistics (or willingness to invest addintional effort)basic knowledge in the field of ecologyAbility to understand and interpret of maps,English,English,None,"Landscape Ecology, Land Management, Landscaping, Social Sciences"
Energy Demand inBuildings,https://www.edx.org/learn/architecture/delft-university-of-technology-energy-demand-in-buildings,Delft University of Technology,Architecture,Introductory,None,English,English,Professional Certificate inBuildings as Sustainable Energy Systems,"Energy Supply, Design Elements And Principles, Building Design, Heat Transfer, Renewable Energy, Electricity, Solar Radiation, Construction, Thermal Management, Thermal Design, HVAC, Ventilation, Operations"
Advanced Timber PlateStructural Design,https://www.edx.org/learn/architecture/ecole-polytechnique-federale-de-lausanne-advanced-timber-plate-structural-design,École polytechnique fédérale de L…,Architecture,Advanced,"Principles of structural design,Design of timber structures",English,English,None,None
DevOps and SoftwareEngineering CapstoneProject,https://www.edx.org/learn/devops/ibm-devops-and-software-engineering-capstone-project,IBM,Computer Science,Intermediate,"Proficiency in Agile, Scrum, DevOps, CI/CD, Python, Containers, REST, Microservices, TDD/BDD.",English,English,Professional Certificate inDevOps and Software Engineering,"OpenShift, DevOps, Docker (Software), Behavior-Driven Development, Kubernetes, Agile Methodology, Software Engineering, Cloud-Native Computing, RESTful API, Test-Driven Development (TDD), Microservices, Continuous Integration, Python (Programming Language), Github"
Economics: ConsumerDemand,https://www.edx.org/learn/economics/babson-college-economics-consumer-demand,Babson College,Economics & Finance,Introductory,None.,English,English,Professional Certificate inFinancial Decision-Making for Leaders,"Strategic Planning, Business Strategies, Economics"
The Engineering ofStructures Around Us,https://www.edx.org/learn/engineering/dartmouth-college-the-engineering-of-structures-around-us-2,Dartmouth College,Engineering,Introductory,High school algebraHigh school geometry,English,English,None,Structural Systems
Introduction à l'Analyse duCycle de Vie - de la penséeà la pratique,https://www.edx.org/learn/environmental-engineering/ecole-polytechnique-federale-de-lausanne-introduction-a-l-analyse-du-cycle-de-vie-de-la-pensee-a-la-pratique,École polytechnique fédérale de L…,Engineering,Introductory,Concepts mathématiques e base et notion d’algèbre linéaire niveau secondaire.,Français,Français,None,"Life-Cycle Assessment, Resource Consumption Accounting"
Soft Skills: DevelopInterpersonal Skills,https://www.edx.org/learn/business-communications/ibm-soft-skills-develop-interpersonal-skills,IBM,Communication,Introductory,"This course is suitable for anyone, regardless of previous experience. This course is also perfect for people just starting or in their early career.",English,English,Professional Certificate inPeople and Power Skills,None
Analytics for DecisionMaking,https://www.edx.org/learn/decision-making/babson-college-analytics-for-decision-making,Babson College,Business & Management,Introductory,Algebra,English,English,Professional CertificateinFinancial Decision-Making for LeadersProfessional CertificateinAI and Data Analytics for Business LeadersXSeriesinBusiness Principles and Entrepreneurial Thought,"Statistics, Data Analysis, Decision Making, Management, Statistical Thinking, Quantitative Modeling, Customer Engagement, Data Science, Statistical Methods, Quantitative Models Of The Action Potential"
Databases: OLAP andRecursion,https://www.edx.org/learn/databases/stanford-university-databases-olap-and-recursion,Stanford University,Computer Science,Introductory,None,English,English,None,"Database Design, Data Cube, Relational Databases, Star Schema, Computer Science, Lecturing, Online Analytical Processing, Telecommunications, Data Abstraction, Persistence, Reliability, Concurrency Controls, Query Languages, Database Systems, SQL (Programming Language), Scalability"
Introduction to BayesianStatistics Using R,https://www.edx.org/learn/r-programming/university-of-canterbury-introduction-to-bayesian-statistics-using-r,University of Canterbury,Data Analysis & Statistics,Introductory,"A facility in basic algebra and calculus as well as programming in R is recommended.If you have never used R before, it is also recommended to go through the chapters 1-7, and 9 of the R-manual found athttps://cran.r-project.org/doc/manuals/r-release/R-intro.html",English,English,Professional Certificate inBayesian Statistics Using R,"Data Mining, Epidemiology, Elementary Algebra, Deep Learning, Political Sciences, Data Analysis, Ecology, R (Programming Language), Calculus, Bayesian Statistics, Markov Chain Monte Carlo, Economics"
Software Construction:Object-Oriented Design,https://www.edx.org/learn/object-oriented-programming/university-of-british-columbia-software-construction-object-oriented-design,University of British Columbia,Computer Science,Intermediate,How to Code: Simple DataHow to Code: Complex DataSoftware Construction: Data Abstraction,English,English,MicroMasters®Program inSoftware Development,"Java (Programming Language), Software Construction, Software Systems, Software Development, Object-Oriented Design, Software Design Patterns, Online Service Provider, Software Design, Application Programming Interface (API)"
Community Engagement:Collaborating for Change,https://www.edx.org/learn/social-science/the-university-of-michigan-community-engagement-collaborating-for-change,The University of Michigan,Social Sciences,Introductory,None,English,English,None,Research
Scripting andProgramming Foundations,https://www.edx.org/learn/scripting/western-governors-university-scripting-and-programming-foundations,Western Governors University,Computer Science,Introductory,"None ... However, Information Technology Foundations is recommended.",English,English,MicroBachelors Program inIntroduction to Information Technology,"Scripting, Flow Control, Computational Thinking, Embedded Systems, Algorithms, Smartphone Operation"
Inclusive Growth: ClimateChange,https://www.edx.org/learn/climate-change/the-international-monetary-fund-inclusive-growth-climate-change,The International Monetary Fund,Economics & Finance,Intermediate,None,English,English,None,Policy Recommendations
Creative Thinking:Techniques and Tools forSuccess,https://www.edx.org/learn/creativity/imperial-college-london-creative-thinking-techniques-and-tools-for-success,Imperial College London,Humanities,Introductory,None,English,English,None,"Creative Thinking, Creativity, Communications, Innovation, Imagination"
UX Data Analysis,https://www.edx.org/learn/ux-design/hec-montreal-ux-data-analysis,HEC Montréal,Data Analysis & Statistics,Intermediate,"None. But if you are interested in the MicroMasters in UX Design and Evaluation, we strongly recommend that you complete theIntroduction to UXandUX Researchcourses before starting this one.",English,English,MicroMasters®Program inUX Design and Evaluation,"Data Analysis, Big Data, User Research, Research, Qualitative Research, Web Analytics, Qualitative Data Analysis, Data Science, Statistical Methods, Usability Testing, User Experience Design (UX), Microsoft Excel, User Experience"
"Pintura europea:Leonardo, Rembrandt,Goya",https://www.edx.org/learn/art-history/universidad-carlos-iii-de-madrid-pintura-europea-leonardo-rembrandt-goya,Universidad Carlos III de Madrid,Humanities,Introductory,Ninguno,Español,Español,None,Painting
Macroeconomics ofClimate Change:Economics of Adaptation,https://www.edx.org/learn/macroeconomics/the-international-monetary-fund-macroeconomics-of-climate-change-economics-of-adaptation,The International Monetary Fund,Economics & Finance,Introductory,None,English,English,None,"Research, Economics, Climate Modeling, Capacity Development, Resilience, Macroeconomics"
Bases Matemáticas:Integrales,https://www.edx.org/learn/math/universitat-politecnica-de-valencia-bases-matematicas-integrales,Universitat Politècnica de València,Math,Introductory,"Para el adecuado aprovechamiento de este curso es necesario esencialmente que recuerdes la derivada de las funciones elementales: potencias, exponencial, logaritmo, etc.",Español,Español,XSeries inBases matemáticas para estudiar ingeniería,"Differential Calculus, Calculations, Derivatives, Basic Math"
Application Security forDevelopers,https://www.edx.org/learn/network-security/ibm-application-security-for-developers,IBM,Computer Science,Intermediate,Only basic computer literacy is required.,English,English,Professional Certificate inDevOps and Software Engineering,"Access Controls, Network Computing, Systems Development Life Cycle, Software Development Life Cycle, Vulnerability, Storage Devices, Open Web Application Security Project (OWASP), Development Environment, SQL Injection, Application Security, Static Application Security Testing (SAST), Dynamic Program Analysis, DevSecOps, Software Development"
AI skills for Engineers:Supervised MachineLearning,https://www.edx.org/learn/artificial-intelligence/delft-university-of-technology-ai-skills-for-engineers-supervised-machine-learning,Delft University of Technology,Computer Science,Intermediate,Basic linear algebraBasic Python programming skillsBasic probability & statistics,English,English,Professional CertificateinAI Skills: Basic and Advanced Techniques in Machine Learning,None
Sustainable Packaging in aCircular Economy,https://www.edx.org/learn/circular-economy/delft-university-of-technology-sustainable-packaging-in-a-circular-economy,Delft University of Technology,Design,Intermediate,"Intended for students and professionals with basic knowledge of the circular economy with an interest in packaging, or students and professionals experienced in packaging looking for circular opportunities.If you want to learn the basics of a Circular Economy we invite you to take a look at the Circular Economy: An introduction MOOC before the start of this course.",English,None,Professional CertificateinSustainable Packaging,"Packaging And Labeling, Business Strategies, Packaging Design, Waste Packaging"
Managing People withPower Skills,https://www.edx.org/learn/soft-skills/the-university-of-maryland-college-park-managing-people-with-power-skills,"The University of Maryland, CollegePark…",Business & Management,Introductory,None,English,English,"Professional Certificate inProject Management Professional (PMP) Exam Prep Training- Crystalizing Methods, Terminology and Techniques.","Project Management Institute (PMI) Methodology, Leadership, Project Stakeholders, Interpersonal Communications, Servant Leadership, Project Management Professional Certification, Cooperation, People Management, Health Information Technology, Emotional Intelligence, Agile Methodology, Active Listening, Negotiation"
Introduction to ConnectedStrategy,https://www.edx.org/learn/business-strategy/the-wharton-school-of-the-university-of-pennsylvania-introduction-to-connected-strategy,The Wharton School of the Univer…,Business & Management,Intermediate,Familiarity with basic business conceptsThis is a graduate level course,English,English,Professional CertificateinStrategic Management,"Customer Experience, Customer Service, Innovation, Business Modeling"
Caer o No caer. El Secretode las Estructuras.,https://www.edx.org/learn/architecture/universidad-carlos-iii-de-madrid-caer-o-no-caer-el-secreto-de-las-estructuras,Universidad Carlos III de Madrid,Engineering,Introductory,El curso está pensado para que cualquier alumno con interés en la materia y ganas de aprender pueda seguirlo sin dificultad.,Español,Español,None,Structural Calculations
Theatre and set design,https://www.edx.org/learn/design/universita-degli-studi-di-napoli-federico-ii-theatre-and-set-design,Università degli Studi di Napoli Fe…,Architecture,Introductory,None,English,English,None,"Planning, Painting, Geometry, Management"
"Agricultural WaterManagement:Water,-Society and Tech…",https://www.edx.org/learn/environmental-science/wageningen-university-research-agricultural-water-management-water-society-and-technology-interactions,Wageningen University & Research,Environmental Studies,Intermediate,Basic understanding of social and biophysical sciences.,English,English,Professional CertificateinWater & Drainage in Agriculture,"Urbanization, Groundwater, Rural Development, Governance, Water Resource Management, Management, Water Resources, Irrigation (Landscaping And Agriculture), Agriculture"
EmprendimientoCorporativo,https://www.edx.org/learn/entrepreneurship/tecnologico-de-monterrey-emprendimiento-corporativo,Tecnológico de Monterrey,Business & Management,Advanced,None,Español,Español,MicroMasters®PrograminInnovación y emprendimiento,"Corporate Entrepreneurship, Organic Growth, Organizational Development, Innovation, Management"
Planeación didáctica porcompetencias,https://www.edx.org/learn/education/universidades-anahuac-planeacion-didactica-por-competencias,Universidades Anáhuac,Education & Teacher Training,Introductory,None,Español,Español,Professional CertificateinDocencia digital,"Conceptual Framework, Planning, Decision Making, Pedagogy, Teaching, Management"
English Composition,https://www.edx.org/learn/writing/thomas-edison-state-university-english-composition,Thomas Edison State University,Humanities,Introductory,None,English,English,MicroBachelors Program inWriting for Success,None
Probability and StatisticsIII:  A Gentle Introductionto Statistics,https://www.edx.org/learn/statistics/the-georgia-institute-of-technology-probability-and-statistics-iii-a-gentle-introduction-to-statistics,The Georgia Institute of Technology,Data Analysis & Statistics,Intermediate,"Learners will be expected to come in knowing a bit of set theory and basic calculus, as well as the material from the first two courses in this series (theGentle Introduction to ProbabilityandRandom Variablescourses). The prerequisite material is all available for you to access; and in any event, we will try to make the current course as self-contained as possible. In addition, this course will involve a bit of computer programming, so it would be nice to have at least a little experience in something like Excel and/or the R freeware statistical package.",English,English,"Professional Certificate inStatistics, Confidence Intervals and Hypothesis Tests","Random Variables, Statistics, Sampling (Statistics), Probability Distribution, Probability, Basic Math, Probability And Statistics, Maximum Likelihood, Normal Distribution"
IT Support Case Studies,https://www.edx.org/learn/it-support/ibm-it-support-case-studies,IBM,Computer Science,Intermediate,Complete all of the courses within the Information Technology (IT) Support Professional Certificate,English,English,Professional Certificate inInformation Technology (IT) Support PC,"Technical Support, CompTIA IT Fundamentals, Troubleshooting (Problem Solving), Cloud Computing, Customer Service, Information Technology, Communications"
Sikhism Through ItsScriptures,https://www.edx.org/learn/sikhism/harvard-university-sikhism-through-its-scriptures,Harvard University,Humanities,Introductory,None,English,English,XSeriesinWorld Religions Through Their Scriptures,None
Mandarin Chinese forBusiness,https://www.edx.org/learn/mandarin-chinese/mandarinx-mandarin-chinese-for-business,MandarinX,Language,Intermediate,None,English,English,Professional CertificateinBusiness Mandarin Essentials,"Pronunciation, Mandarin Chinese, Negotiation"
Arab-Islamic History: FromTribes to Empires,https://www.edx.org/learn/humanities/tel-aviv-university-arab-islamic-history-from-tribes-to-empires-3,Tel Aviv UniversityIsraelX,Humanities,Introductory,None,English,English,None,None
"Fundamentals ofBiomedical Imaging:Ultrasounds, X-ray, posit…",https://www.edx.org/learn/biomedical-imaging/ecole-polytechnique-federale-de-lausanne-fundamentals-of-biomedical-imaging-ultrasounds-x-ray-positron-emission-tomography-pet-and-applications,École polytechnique fédérale de L…,Engineering,Advanced,It is recommended to have followed introductory physics at the Bachelor level and to be familiar with the concept of Fourier transformation.,English,English,None,"Life Sciences, Biology, Tomography, Magnetic Resonance Imaging, Medical Ultrasonography, Positron Emission Tomography, Physics, X-Ray Computed Tomography"
Creating and Designingwith Spark AR,https://www.edx.org/learn/augmented-reality/meta-creating-and-designing-with-spark-ar,Meta,Design,Introductory,"Course 1 completion,Getting Started with Spark AR, highly recommended.",English,English,Professional CertificateinSpark AR for Beginners,"Graphic Design, Apache Spark, Willingness To Learn, Design Elements And Principles"
Upper-IntermediateEnglish: Business andGlobalization,https://www.edx.org/learn/english/universitat-politecnica-de-valencia-upper-intermediate-english-business-and-globalization,Universitat Politècnica de València,Language,Intermediate,Lower Intermediate or Intermediate level of English,English,English,Professional CertificateinUpper-Intermediate English,"Reading Comprehension, English Language, Grammar, Listening Skills, Vocabulary"
Visualizing Data with R,https://www.edx.org/learn/r-shiny/ibm-visualizing-data-with-r,IBM,Data Analysis & Statistics,Introductory,None,English,English,Professional CertificateinData Analytics and Visualization with Excel and RProfessional CertificateinApplied Data Science with R,"Histogram, Ggplot2, HyperText Markup Language (HTML), Scatter Plots, Dashboard, Grammar, Data Visualization, Pie Charts, Shiny (R Package), Leaflet (Software), Data Science, Data Analysis"
El valor de la creatividad yla innovación: La EconomíaNaranja,https://www.edx.org/learn/creativity/inter-american-development-bank-el-valor-de-la-creatividad-y-la-innovacion-la-economia-naranja,Inter-American Development Bank,Art & Culture,Introductory,None,Español,Español,None,"Innovation, Boosting, Creativity, Economics, Economic Development"
"Introducción al griegoclásico: lengua, nombres ymitología",https://www.edx.org/learn/mythology/universidad-autonoma-de-madrid-introduccion-al-griego-clasico-lengua-nombres-y-mitologia,Universidad Autónoma de Madrid,Language,Introductory,Ninguno.,Español,Español,XSeries inGriego clásico,"Prometheus (Software), Ancient Greek, Modern Greek, Morphology"
Your Body in the World:Adapting to Your Next BigAdventure,https://www.edx.org/learn/human-biology/stanford-university-your-body-in-the-world-adapting-to-your-next-big-adventure,Stanford University,Biology & Life Sciences,Introductory,"An excitement for learning about the human body!The course aims to be accessible to everyone. However, it is still challenging. A background in basic human physiology will prepare you to get the most out of this experience. However, for those non-scientists in the bunch, don't fret. We have added glossaries and additional resources that will help you get through the material.",English,English,None,"Adaptability, Exercise Physiology, Physiology"
Sport Analytics: DataDriven Decision Making,https://www.edx.org/learn/sports-business/university-of-alaska-fairbanks-sport-analytics-data-driven-decision-making,University of Alaska Fairbanks,Business & Management,Introductory,Completion of SPRT1x Sport Management Foundations is recommended.,English,English,Professional Certificate inSport Business Management,"Strategic Decision-Making, Sport Business, Data-Driven Decision-Making, Data Analysis, Decision Making, Team Performance Management, Key Performance Indicators (KPIs), Front Office, Business Strategies, Sports Analytics, Critical Thinking, Business Analytics, Data Collection"
Qualitative Research inPsychology,https://www.edx.org/learn/psychology/american-psychological-association-qualitative-research-in-psychology,American Psychological Association,Social Sciences,Intermediate,High school reading levelExposure to university-level courses or course materials,English,English,None,None
Understanding Povertyand Inequality,https://www.edx.org/learn/inequality/sdg-academy-understanding-poverty-and-inequality,SDG Academy,Social Sciences,Intermediate,None,English,English,None,"Economics, Resilience, Policy Development, Economic Growth, Sustainable Development, Resource Mobilization"
Introducción a lacomputación en la nube(Cloud computing),https://www.edx.org/learn/cloud-computing/universitat-politecnica-de-valencia-introduccion-a-la-computacion-en-la-nube-cloud-computing,IBMUniversitat Politècnica de València,Computer Science,Introductory,Conocimientos básicos de informática. No hacen falta conocimientos previos de Cloud Computing o Programación de Computadoras.,Español,Español,None,None
Let’s Get Personal:Working with PersonalityType,https://www.edx.org/learn/business-communications/the-university-of-maryland-college-park-lets-get-personal-working-with-personality-type,"The University of Maryland, CollegePark…",Business & Management,Introductory,None,English,English,Professional CertificateinRe-Imagining Leadership,"Leadership, Myers-Briggs Type Indicator, Influencing Skills, Decision Making"
Creating an OrganizationalChange ManagementFramework - Transformin…,https://www.edx.org/learn/change-management/the-university-of-maryland-college-park-creating-an-organizational-change-management-framework-transforming-strategy-execution-to-realize-program-value,"The University of Maryland, CollegePark…",Engineering,Advanced,None,English,English,Professional Certificate inProgram Management: Enabling Value Driven Change,"Business Strategies, Trenching, Project Management, Benefits Realization Management, Enterprise Risk Management (ERM), Strategy Execution, Management, Organizational Change, Mergers And Acquisitions, Governance, Change Management, Milestones (Project Management)"
C Programming: AdvancedData Types,https://www.edx.org/learn/c-programming/dartmouth-college-c-programming-advanced-data-types,Dartmouth CollegeIMT,Computer Science,Intermediate,C Programming: Getting Started For Complete BeginnersDART.IMT.C.01C Programming: Language Foundations DART.IMT.C.02C Programming: Modular Programming and Memory Management DART.IMT.C.03C Programming: Pointers and Memory management DART.IMT.C.04OR equivalent skills.,English,English,Professional Certificate inC Programming with Linux,"Computer Engineering, Programming Concepts, Linux, Linked Lists, C (Programming Language)"
Machine Dynamics withMATLAB,https://www.edx.org/learn/matlab/rwth-aachen-university-machine-dynamics-with-matlab,RWTH Aachen University,Engineering,Intermediate,Basics of solid mechanicsLinear differential equations of second orderBasics of linear algebra,English,English,None,"Suspension (Vehicle), MATLAB, Mechanics, State Space"
Leadership andManagement for PMPractitioners in IT,https://www.edx.org/learn/project-management/university-of-washington-leadership-and-management-for-pm-practitioners-in-it,University of Washington,Business & Management,Introductory,None.,English,English,Professional Certificate inIT Project Management,"International Finance, Leadership, Communications, Management, Influencing Skills, Virtual Teams, Organizational Change"
Herramientas yMetodologías de Gestiónde Proyectos,https://www.edx.org/learn/soft-skills/universidad-nacional-de-cordoba-herramientas-y-metodologias-de-gestion-de-proyectos,Universidad Nacional de Córdoba,Business & Management,Intermediate,No se necesitan saberes previos,Español,Español,Professional Certificate inGestión de Proyectos: Matriz de Marco Lógico y Herramientas,"Planning, Scheduling, Teamwork, Management, Communications"
Geoscience: the Earth andits Resources,https://www.edx.org/learn/geosciences/delft-university-of-technology-geoscience-the-earth-and-its-resources,Delft University of Technology,Energy & Earth Sciences,Introductory,High school mathematics and physics and natural sciences,English,None,None,"Earth Science, Forecasting, Geology"
Climate Change Scienceand Negotiations,https://www.edx.org/learn/climate-change/sdg-academy-climate-change-science-and-negotiations,SDG Academy,Environmental Studies,Intermediate,None.,English,English,None,"Sustainable Development, Climate Variability And Change, Ecosystem Science, Debating, Corporate Sustainability, International Relations, Sustainable Business, Greenhouse Gas, Environmental Science, Negotiation"
Python de la A a la Z,https://www.edx.org/learn/python/universidades-anahuac-python-de-la-a-a-la-z,Universidades Anáhuac,Engineering,Introductory,None,Español,Español,Professional CertificateinPython de la A a la Z: desde programación hasta gestión de datos,"Python (Programming Language), Critical Thinking, Operations, Go (Programming Language), Usability"
Introducción a lasecuaciones diferenciales,https://www.edx.org/learn/differential-equations/universidad-galileo-introduccion-a-las-ecuaciones-diferenciales,Universidad Galileo,Math,Intermediate,Cálculo Diferencial e Integral.,Español,Español,None,"Physics, Mathematical Modeling, Differential Equations, Problem Solving, Basic Math"
Copyright Law in theMusic Business,https://www.edx.org/learn/music-business/berklee-college-of-music-copyright-law-in-the-music-business,Berklee College of Music,Business & Management,Introductory,None,English,English,XSeries inMusic Business: Industry Essentials,"Lawsuits, Entertainment Law, Writing, Mechanics, Music Industry, Copyright Laws, Intellectual Property"
Sustainable SoilManagement: Soil for life,https://www.edx.org/learn/soil/wageningen-university-research-sustainable-soil-management-soil-for-life,Wageningen University & Research,Environmental Studies,Introductory,The level of the course is Introductory. The prerequisites are secondary school or a first/second year BSc.,English,English,Professional Certificate inCrop Production and Soil Management,"Agrochemicals, Environmental Studies, Erosions, Soil Management, Soil Science"
Soft Skills: Solve Problemsw/ Creative & CriticalThinking,https://www.edx.org/learn/business-administration/ibm-soft-skills-solve-problems-w-creative-critical-thinking,IBM,Business & Management,Introductory,No previous experience required! This course can be taken by anyone regardless of professional experience.,English,English,Professional Certificate inPeople and Power Skills,None
Fundamentals of FinancialMathematics and CapitalBudgeting,https://www.edx.org/learn/finance/new-york-institute-of-finance-fundamentals-of-financial-mathematics-and-capital-budgeting,New York Institute of Finance,Economics & Finance,Introductory,Basic MS Excel skillsSome familiarity with financial instruments and marketsElementary probability theory,English,English,Professional CertificateinCorporate Finance and Valuation MethodsProfessional CertificateinIntroduction to Investment Banking,"Capital Budgeting, Net Present Value, Finance, Financial Market, Mathematical Finance, Conceptual Framework, Calculations, Rate Of Return, Time Value Of Money, Annuities, Corporate Finance, Cash Flows"
Data for Effective PolicyMaking,https://www.edx.org/learn/public-policy/inter-american-development-bank-data-for-effective-policy-making,Inter-American Development Bank,Data Analysis & Statistics,Introductory,"The course has no prerequisites; however, to participate, you will need:A computer with internet access. Additionally, we recommend having the latest versions of one of the following web browsers: Chrome, Firefox, Safari, or Microsoft Edge.You can also access the course through your mobile phone or tablet by downloading the edX application from Google Play or the Apple Store.",English,None,Professional CertificateinResults-Based Project Management,"Data Collection, Statistical Reporting, Management, Public Policies, Research, Data Analysis, Planning"
A strategic approach totalent management,https://www.edx.org/learn/human-resources/stellenbosch-university-a-strategic-approach-to-talent-management,Stellenbosch University,Business & Management,Intermediate,None,English,English,Professional CertificateinStrategic Human Resources Management,"Human Resource Strategy, Psychology, Talent Management, Industrial And Organizational Psychology"
"Blockchain and FinTech:Basics, Applications, andLimitations",https://www.edx.org/learn/blockchain/university-of-hong-kong-blockchain-and-fintech-basics-applications-and-limitations,University of Hong Kong,Computer Science,Introductory,None,English,None,Professional CertificateinFinTech,"Cryptocurrency, Emerging Technologies, Cryptography, Finance, Distributed Ledgers, Blockchain, Algorithms, Bitcoin, Financial Technology (FinTech)"
Introduction to Haptics,https://www.edx.org/learn/robotics/stanford-university-introduction-to-haptics,Stanford University,Engineering,Introductory,None,English,English,None,"Biological Engineering, Mechanical Systems, Electrical Engineering, Mechanical Engineering"
Mejora tu Negocio conInteligencia Artificial,https://www.edx.org/learn/artificial-intelligence/universidades-anahuac-mejora-tu-negocio-con-inteligencia-artificial,Universidades Anáhuac,Business & Management,Intermediate,None,Español,Español,Professional Certificate inInteligencia Artificial aplicada a los negocios,"Computer Vision, Artificial Intelligence, Data-Driven Decision-Making, Data Analysis, Applications Of Artificial Intelligence, Agile Methodology, Decision Making, Big Data, Mobile Phones, Machine Learning, Artificial Intelligence Systems, Digital Transformation, Chatbot, Innovation"
Découvrir le marketing,https://www.edx.org/learn/marketing/universite-catholique-de-louvain-decouvrir-le-marketing,Université catholique de Louvain,Business & Management,Intermediate,Pas de prérequis.,Français,Français,None,"Marketing, Curiosity, Strategic Marketing, Communications, Marketing Communications, Decision Making, Management, Marketing Ethics, Operationalization"
Algoritmos yProgramación en R,https://www.edx.org/learn/r-programming/tecnologico-de-monterrey-algoritmos-y-programacion-en-r,Tecnológico de Monterrey,Economics & Finance,Advanced,Graduados de nivel licenciatura con la perspectiva de estudiar próximamente un Postgrado en Administración y/o Finanzas o Analítica de Negocios.Se requieren conocimientos previos de Economía y Estadística.Se necesita el manejo de Excel en nivel medio-avanzado.,Español,English,Professional Certificate inHabilidades cuantitativas esenciales en economía y estadística,"RStudio, Management, R (Programming Language), Data Structures, Algorithms, Programming Concepts, Data Management"
Retail Fundamentals,https://www.edx.org/learn/retail/dartmouth-college-retail-fundamentals,Dartmouth College,Business & Management,Intermediate,Basic undergraduate mathematics,English,English,Professional Certificate inRetail and Omnichannel Management,"Management, Inventory Forecasting, Product Assortment, Forecasting, Planning, Retail Management"
How to Design aSuccessful BusinessModel,https://www.edx.org/learn/business-model/delft-university-of-technology-how-to-design-a-successful-business-model,Delft University of Technology,Business & Management,Introductory,Secondary school; basic notions about business and/or practical business experience,English,None,Professional CertificateinBusiness Model Innovation,"Sustainable Business, Business Modeling"
"Secure SoftwareDevelopment:Requirements, Design, a…",https://www.edx.org/learn/software-development/the-linux-foundation-secure-software-development-requirements-design-and-reuse,The Linux Foundation,Computer Science,Introductory,We presume that the student already knows how to develop software to some degree.,English,English,Professional Certificate inSecure Software Development Fundamentals,"Software Engineering, Vulnerability, Linux, Open-Source Software, Open Source Technology, Design Elements And Principles, Supply Chain, Risk Management, Design Software, Security Requirements Analysis, Software Development, DevOps"
Introduction to Water andClimate,https://www.edx.org/learn/water/delft-university-of-technology-introduction-to-water-and-climate,Delft University of Technology,Engineering,Intermediate,secondary school (high school) algebrabasic mathematics concepts,English,English,XSeriesinWater Management,"Water Treatment, Physics, Climate Variability And Change, Sewage Treatments, Water Supply Networks, Climatology, Civil Engineering, Water Resource Management, Decisiveness, Hydraulic Engineering, Environmental Studies"
Excel: Creación de unpanel gráfico de controlempresarial,https://www.edx.org/learn/excel/universitat-politecnica-de-valencia-excel-creacion-de-un-panel-grafico-de-control-empresarial,Universitat Politècnica de València,Business & Management,Intermediate,Nivel intermedio bajo de Excel,Español,Español,Professional CertificateinExcel para los negocios nivel intermedioProfessional CertificateinExcel para los negocios nivel avanzado,None
Cities and the Challenge ofSustainable Development,https://www.edx.org/learn/sustainable-development/sdg-academy-cities-and-the-challenge-of-sustainable-development,SDG Academy,Environmental Studies,Introductory,None.,English,English,None,"Urban Sustainability, Sustainable Development, Sustainable Business, Real Estate, Real Estate Development, Urbanization"
Image Processing andAnalysis for Life Scientists,https://www.edx.org/learn/image-analysis/ecole-polytechnique-federale-de-lausanne-image-processing-and-analysis-for-life-scientists,École polytechnique fédérale de L…,Data Analysis & Statistics,Intermediate,none.,English,English,None,"Image Processing, Workflow Management, Biology, Image Analysis, Service-Oriented"
Diagramas UMLestructurales para laIngeniería del Software,https://www.edx.org/learn/software-engineering/universitat-politecnica-de-valencia-diagramas-uml-estructurales-para-la-ingenieria-del-software,Universitat Politècnica de València,Computer Science,Introductory,Ninguno,Español,Español,None,"Structural Modeling, Package Diagram, Object Diagram, Software Development, Class Diagram, Modeling Languages, Unified Modeling Language, Software Engineering, System Software, Software Manufacturing, Computer Science, Conceptual Design, Management"
Specialised Cells,https://www.edx.org/learn/cellular-biology/the-university-of-queensland-specialised-cells,The University of Queensland,Medicine,Introductory,A basic understanding of cell structure and function in animals.A broad knowledge of human body systems.Elementary level Biology.,English,English,Professional Certificate inCell Physiology,"Cell Physiology, Cell Membrane"
