title,link,duration,instructor,students
Animation for Social Media : Create a Short 2D Animated Reel,https://www.skillshare.com/en/classes/Animation-for-Social-Media-Create-a-Short-2D-Animated-Reel/1693182684,1h 42m,Debjyoti Saha,"1,418 students"
The Ultimate Guide to Track and Measure the ROI of Your Next Influencer Marketing Campaign,https://www.skillshare.com/en/classes/The-Ultimate-Guide-to-Track-and-Measure-the-ROI-of-Your-Next-Influencer-Marketing-Campaign/210622892,1h 13m,Kim Westwood,403 students
"Draping in CLO 3D, Creating an Under-bust Corset using the Flatten Tool",https://www.skillshare.com/en/classes/Draping-in-CLO-3D-Creating-an-Under-bust-Corset-using-the-Flatten-Tool/1588853154,37m,LemonLeePatternMaking,352 students
How to Create a Storyboard: Bring Your Product/Service Concept to Life in 20 minutes,https://www.skillshare.com/en/classes/How-to-Create-a-Storyboard-Bring-Your-ProductService-Concept-to-Life-in-20-minutes/1373647984,21m,Christie Lau,"1,054 students"
Poster Design #001 Creative Posters with Blend Tool,https://www.skillshare.com/en/classes/Poster-Design-001-Creative-Posters-with-Blend-Tool/2141548936,53m,Marcos Silva,586 students
Hygge Knit ♦ Traditional Fair Isle Knitting Technique + Project. Cosy extra wide ear warmer headband,https://www.skillshare.com/en/classes/Hygge-Knit-%E2%99%A6-Traditional-Fair-Isle-Knitting-Technique-Project-Cosy-extra-wide-ear-warmer-headband/1894229939,51m,Sandra Clarke,858 students
Create Your Own Stickers on Cricut Joy and Procreate,https://www.skillshare.com/en/classes/Create-Your-Own-Stickers-on-Cricut-Joy-and-Procreate/357113495,16m,Elaine Vitikainen,857 students
3 Easy Watercolour Paintings,https://www.skillshare.com/en/classes/3-Easy-Watercolour-Paintings/1612957743,43m,Arbia Sultana,169 students
Hand Embroidery for Beginners Step by Step: Learn 14 Stitches and Create Your First Design,https://www.skillshare.com/en/classes/Hand-Embroidery-for-Beginners-Step-by-Step-Learn-14-Stitches-and-Create-Your-First-Design/1131146447,1h 8m,Lucy Old,402 students
CPA Marketing With PPC Advertising: To Get Sales Consistently,https://www.skillshare.com/en/classes/CPA-Marketing-With-PPC-Advertising-To-Get-Sales-Consistently/1744931992,2h 21m,Pawan Dhakal,635 students
LUMION COURSE. Complete training for doing PROFESSIONAL renders.,https://www.skillshare.com/en/classes/LUMION-COURSE-Complete-training-for-doing-PROFESSIONAL-renders/297027922,4h 27m,Manuel Pallarés,791 students
"Composition For Artists - Structure, Contrast and Depth",https://www.skillshare.com/en/classes/Composition-For-Artists-Structure-Contrast-and-Depth/1946924480,28m,JW Learning,313 students
Bird on a Branch - Sawing a Simple Silver Pendant - a Jewelry Design class,https://www.skillshare.com/en/classes/Bird-on-a-Branch-Sawing-a-Simple-Silver-Pendant-a-Jewelry-Design-class/2106276581,34m,Joanne Tinley,795 students
Drawing with Gimp 2.10,https://www.skillshare.com/en/classes/Drawing-with-Gimp-2-10/328715928,53m,Gaia Marfurt,566 students
Failure as a Win,https://www.skillshare.com/en/classes/Failure-as-a-Win/278617352,6m,Ethan Bodnar,"3,508 students"
Gel Printed Paper: Collage Birds,https://www.skillshare.com/en/classes/Gel-Printed-Paper-Collage-Birds/354969765,31m,Daniela Mellen,418 students
"Xfer Serum Synthesiser - Part 3: Filter, Envelopes, LFOs, Voicing + Global Section",https://www.skillshare.com/en/classes/Xfer-Serum-Synthesiser-Part-3-Filter-Envelopes-LFOs-Voicing-Global-Section/1654808956,32m,Tomas George,277 students
Get Inspired: Explore Your City,https://www.skillshare.com/en/classes/Get-Inspired-Explore-Your-City/91110759,1h 7m,Rich Armstrong,651 students
Character Design Class - The Power of the Silhouette,https://www.skillshare.com/en/classes/Character-Design-Class-The-Power-of-the-Silhouette/1884195218,2h 47m,Robert Marzullo,653 students
How to make a Leather Pocket Wallet - Leatherworking Crafts Hand stitching  -No special tools needed,https://www.skillshare.com/en/classes/How-to-make-a-Leather-Pocket-Wallet-Leatherworking-Crafts-Hand-stitching-No-special-tools-needed/1729668419,33m,Auke & Jildou,619 students
Art Essentials: TEXTURE/ Improve Pencil Techniques to Draw Realistic Textures,https://www.skillshare.com/en/classes/Art-Essentials-TEXTURE-Improve-Pencil-Techniques-to-Draw-Realistic-Textures/43637525,54m,Jennifer Moorhead,559 students
Animating Fire in Stop Motion,https://www.skillshare.com/en/classes/Animating-Fire-in-Stop-Motion/1319592268,30m,Laura Tofarides,473 students
How to Design Better Problems (to Get Better Solutions!): Secrets From UX Design,https://www.skillshare.com/en/classes/How-to-Design-Better-Problems-to-Get-Better-Solutions-Secrets-From-UX-Design/2008472348,32m,Hadassah Damien,571 students
"Learn First 1000 Japanese Words [Kanji, Hiragana] | Max's Japanese Vocab Training 1",https://www.skillshare.com/en/classes/Learn-First-1000-Japanese-Words-Kanji-Hiragana-Maxs-Japanese-Vocab-Training-1/472506381,1h 52m,Dai Max,"1,243 students"
"How To DESIGN CHARACTERS for comics, games, and animation",https://www.skillshare.com/en/classes/How-To-DESIGN-CHARACTERS-for-comics-games-and-animation/1139312835,3h 50m,Ed Foychuk,518 students
How To Get Transcription Jobs In Upwork And Complete It,https://www.skillshare.com/en/classes/How-To-Get-Transcription-Jobs-In-Upwork-And-Complete-It/1161530159,56m,Fawaz Pc,410 students
Illustrate Pro Product Mockups in Adobe Photoshop,https://www.skillshare.com/en/classes/Illustrate-Pro-Product-Mockups-in-Adobe-Photoshop/1464788267,2h 37m,Paul Oxborrow ⚡️,"2,113 students"
"Creating Beautiful, Unique Envelopes",https://www.skillshare.com/en/classes/Creating-Beautiful-Unique-Envelopes/1381927182,18m,Laney Schenk,691 students
Blender 3D Animation: Discover the Haunting Beauty of Liminal Spaces,https://www.skillshare.com/en/classes/Blender-3D-Animation-Discover-the-Haunting-Beauty-of-Liminal-Spaces/426718958,2h 35m,Harry Helps,175 students
Instagram Marketing Mastery for Women Entrepreneurs,https://www.skillshare.com/en/classes/Instagram-Marketing-Mastery-for-Women-Entrepreneurs/1054777527,4h 5m,Genesis Moreno,"1,093 students"
Easy Origami Rabbit Tutorial - Step by Step,https://www.skillshare.com/en/classes/Easy-Origami-Rabbit-Tutorial-Step-by-Step/1215859326,9m,Origami Creation House,724 students
Webcomics Essentials: Drawing Comics Using Photo Reference,https://www.skillshare.com/en/classes/Webcomics-Essentials-Drawing-Comics-Using-Photo-Reference/764285899,57m,Gerard Folz,"1,477 students"
Luxury Brand Identity Tips - How to Design Luxurious Brands,https://www.skillshare.com/en/classes/Luxury-Brand-Identity-Tips-How-to-Design-Luxurious-Brands/125874693,26m,Jason Miller,479 students
5 Steps to Create a Killer LinkedIn Business Page,https://www.skillshare.com/en/classes/5-Steps-to-Create-a-Killer-LinkedIn-Business-Page/1468975812,24m,Samm Mammoser,720 students
"Watercolor Golden Laburnum tree, Amaltas, Cassia Fistula, Golden Chain",https://www.skillshare.com/en/classes/Watercolor-Golden-Laburnum-tree-Amaltas-Cassia-Fistula-Golden-Chain/1223492539,31m,Lavina Agarwal,180 students
Christmas Greeting Cards - Learn to make six beautiful cards with 3d effect,https://www.skillshare.com/en/classes/Christmas-Greeting-Cards-Learn-to-make-six-beautiful-cards-with-3d-effect/423866537,1h 42m,Rutvik Patel,96 students
Gouache Wildflowers: A 4-day Landscape Challenge for Beginners,https://www.skillshare.com/en/classes/Gouache-Wildflowers-A-4-day-Landscape-Challenge-for-Beginners/1337890697,2h 27m,Shanan Subhan,311 students
Sew Your Prints: Custom-made PDF Sewing Patterns for Pattern Designers,https://www.skillshare.com/en/classes/Sew-Your-Prints-Custom-made-PDF-Sewing-Patterns-for-Pattern-Designers/1952282018,40m,Agnes Somogyi,"1,345 students"
Learn 30 JavaScript Methods in 12 Days - HQ Cheatsheet given on completion!,https://www.skillshare.com/en/classes/Learn-30-JavaScript-Methods-in-12-Days-HQ-Cheatsheet-given-on-completion/371359366,2h 18m,Travis Rodgers,637 students
Writing Unforgettable Characters: How To Bring Your Characters To Life,https://www.skillshare.com/en/classes/Writing-Unforgettable-Characters-How-To-Bring-Your-Characters-To-Life/2040883751,1h 44m,Justin Fike,171 students
Inking Natural Elements for Design Work with Adobe Illustrator,https://www.skillshare.com/en/classes/Inking-Natural-Elements-for-Design-Work-with-Adobe-Illustrator/852546627,32m,Kimberly Crawford,400 students
Screen printing multi-colour posters using hinge clamps : The perfect home studio.,https://www.skillshare.com/en/classes/Screen-printing-multi-colour-posters-using-hinge-clamps-The-perfect-home-studio/447313428,1h 4m,Chessie Rosier-Parker,393 students
How to 3D Design a Robot - Fusion 360 for Beginners,https://www.skillshare.com/en/classes/How-to-3D-Design-a-Robot-Fusion-360-for-Beginners/751829560,38m,Hendrien Horn,437 students
Drum Lessons For Beginners,https://www.skillshare.com/en/classes/Drum-Lessons-For-Beginners/506219339,2h 23m,Todd Porter,850 students
"Ready, Wet, Paint! Learn to paint a Horse Portrait in Watercolor, step by step",https://www.skillshare.com/en/classes/Ready-Wet-Paint-Learn-to-paint-a-Horse-Portrait-in-Watercolor-step-by-step/1316585739,3h 19m,Maura Leusder,319 students
Transform Your Modern Calligraphy Style One Step at a Time,https://www.skillshare.com/en/classes/Transform-Your-Modern-Calligraphy-Style-One-Step-at-a-Time/240560270,17m,Molly Suber Thorpe,911 students
MBA course: Marketing and Business Strategy,https://www.skillshare.com/en/classes/MBA-course-Marketing-and-Business-Strategy/2046151733,2h 51m,Navdeep Yadav,523 students
Marketing Analytics: How to Use Google Analytics 4 (GA4) to Supercharge Your Measurement Plan?,https://www.skillshare.com/en/classes/Marketing-Analytics-How-to-Use-Google-Analytics-4-GA4-to-Supercharge-Your-Measurement-Plan/1911474132,34m,Lachezar Arabadzhiev,530 students
Motion Graphics: Master Motion Graphics in After Effects & Illustrator,https://www.skillshare.com/en/classes/Motion-Graphics-Master-Motion-Graphics-in-After-Effects-Illustrator/295081309,2h 43m,F. Alamadi,421 students
Aerial Seascapes | 6 Paintings | Ocean paintings with Watercolors,https://www.skillshare.com/en/classes/Aerial-Seascapes-6-Paintings-Ocean-paintings-with-Watercolors/1311643937,3h 25m,Shanan Subhan,399 students
DIY Wall Art: 5 Beautiful & Budget-Friendly Techniques,https://www.skillshare.com/en/classes/DIY-Wall-Art-5-Beautiful-Budget-Friendly-Techniques/244708209,35m,Bronwyn Tarboton,551 students
How To Grow Your Company or Small Business Sustainably,https://www.skillshare.com/en/classes/How-To-Grow-Your-Company-or-Small-Business-Sustainably/950882360,33m,Sam Chin,565 students
Cocktails & Drinks Photography without a studio or expensive lights setup,https://www.skillshare.com/en/classes/Cocktails-Drinks-Photography-without-a-studio-or-expensive-lights-setup/1258886626,1h 1m,Georgi Petrov,361 students
How To Start A Tech YouTube Channel! Film Your FIRST Tech Review!,https://www.skillshare.com/en/classes/How-To-Start-A-Tech-YouTube-Channel-Film-Your-FIRST-Tech-Review/1846858720,45m,Terren Rule,546 students
Lucrative Mass Appeal Trending Wall Art for Licensing - Mixed Media Using Illustrator and Photoshop,https://www.skillshare.com/en/classes/Lucrative-Mass-Appeal-Trending-Wall-Art-for-Licensing-Mixed-Media-Using-Illustrator-and-Photoshop/1510385712,1h 16m,Delores Naskrent,372 students
How to Write a Simple Crochet Pattern,https://www.skillshare.com/en/classes/How-to-Write-a-Simple-Crochet-Pattern/993480157,12m,Abi Crochets,918 students
Live Encore: Diving Deeper on Intentional Life Documentation,https://www.skillshare.com/en/classes/Live-Encore-Diving-Deeper-on-Intentional-Life-Documentation/204281504,54m,Nathaniel Drew,458 students
Food Illustration: A Guide to Emotion & Storytelling Through Food Art,https://www.skillshare.com/en/classes/Food-Illustration-A-Guide-to-Emotion-Storytelling-Through-Food-Art/760417341,1h 19m,Kendyll Hillegas,431 students
20 Ways to Overcome Stress and Live a Happier Life,https://www.skillshare.com/en/classes/20-Ways-to-Overcome-Stress-and-Live-a-Happier-Life/1466057001,55m,Nitesh Gurnani,221 students
An Absolute Beginners Guide to Logic Pro X (Updated for 2023),https://www.skillshare.com/en/classes/An-Absolute-Beginners-Guide-to-Logic-Pro-X-Updated-for-2023/1728315331,2h 8m,Eddie Grey,354 students
User Research Basics: How to plan a UX research project,https://www.skillshare.com/en/classes/User-Research-Basics-How-to-plan-a-UX-research-project/1405598297,30m,Matthäus Niedoba,571 students
Add more EPIC to your digital art,https://www.skillshare.com/en/classes/Add-more-EPIC-to-your-digital-art/2147078336,1h 22m,Jennifer Hawkyard,591 students
Draw a realistic Fantail using pencil,https://www.skillshare.com/en/classes/Draw-a-realistic-Fantail-using-pencil/734486602,1h 13m,Joe McMenamin,829 students
"Expressive Watercolor Night Skies - 3 Days , 3 Skies",https://www.skillshare.com/en/classes/Expressive-Watercolor-Night-Skies-3-Days-3-Skies/653211772,49m,Sukrutha Jagirdhar,410 students
Acrylic ABSTRACT with a Palette Knife - Section 2,https://www.skillshare.com/en/classes/Acrylic-ABSTRACT-with-a-Palette-Knife-Section-2/1196291503,1h 34m,Gerald Ashcroft,441 students
Instagram Marketing: The Complete Guide To Growing An Audience On Instagram,https://www.skillshare.com/en/classes/Instagram-Marketing-The-Complete-Guide-To-Growing-An-Audience-On-Instagram/569279792,4h 11m,Ethan Bridge,486 students
Acrylic Sunflower Painting : Flower Painting | Easy Painting Techniques,https://www.skillshare.com/en/classes/Acrylic-Sunflower-Painting-Flower-Painting-Easy-Painting-Techniques/1863965911,55m,Alifya P. Tarwala,259 students
Live Sound Basics - A Practical Beginners Guide To Doing Live Sound For Small Gigs/Events/Church,https://www.skillshare.com/en/classes/Live-Sound-Basics-A-Practical-Beginners-Guide-To-Doing-Live-Sound-For-Small-GigsEventsChurch/442430283,31m,Rob Pember,441 students
Fashion Editorial Retouching - Vogue .it Editorial,https://www.skillshare.com/en/classes/Fashion-Editorial-Retouching-Vogue-it-Editorial/578466818,28m,Andrea Baioni,615 students
Creating an eBook,https://www.skillshare.com/en/classes/Creating-an-eBook/730507181,55m,Cara Ord,"1,248 students"
5 Fun Origami Animal Faces. Great for Kids,https://www.skillshare.com/en/classes/5-Fun-Origami-Animal-Faces-Great-for-Kids/569836510,24m,Kevin Hutson,495 students
"Be a Better Writer at Work..in 30 minutes. Improve your emails, blog posts, reports & more",https://www.skillshare.com/en/classes/Be-a-Better-Writer-at-Work-in-30-minutes-Improve-your-emails-blog-posts-reports-more/1545206236,30m,Judy Yorke,637 students
"Portfolio Web Design | 10 Simple & Impactful Changes to Elevate Your Websites Look, Feel & Function",https://www.skillshare.com/en/classes/Portfolio-Web-Design-10-Simple-Impactful-Changes-to-Elevate-Your-Websites-Look-Feel-Function/1422875091,1h 9m,Jehna Creates,544 students
Facebook Accelerator For Artists Course + Checklist,https://www.skillshare.com/en/classes/Facebook-Accelerator-For-Artists-Course-Checklist/597013144,1h 35m,Melanie Greenwood,311 students
"Gingham, Checkers and Buffalo Plaid in Procreate - The Quick and Easy Method",https://www.skillshare.com/en/classes/Gingham-Checkers-and-Buffalo-Plaid-in-Procreate-The-Quick-and-Easy-Method/1670252972,34m,Delores Naskrent,337 students
The Complete Driver's Guide to Car Maintenance - For Beginners,https://www.skillshare.com/en/classes/The-Complete-Drivers-Guide-to-Car-Maintenance-For-Beginners/1500198562,41m,Halil Kurek,440 students
"Visual Merchandising 101 | Fundamentals of mannequin styling, retail floor plans and window displays",https://www.skillshare.com/en/classes/Visual-Merchandising-101-Fundamentals-of-mannequin-styling-retail-floor-plans-and-window-displays/1458540088,43m,Cristina Matuozzi,282 students
Drawing Fundamentals: Form Modeling,https://www.skillshare.com/en/classes/Drawing-Fundamentals-Form-Modeling/828466940,1h 31m,Mark Hill,837 students
Learn to paint Gouache Paintings | Easy Forest Landscapes,https://www.skillshare.com/en/classes/Learn-to-paint-Gouache-Paintings-Easy-Forest-Landscapes/1587758073,1h 43m,Shanan Subhan,665 students
How to Set Up the Fastest WordPress Blog Without Expensive Web Hosting (Detailed Tutorial),https://www.skillshare.com/en/classes/How-to-Set-Up-the-Fastest-WordPress-Blog-Without-Expensive-Web-Hosting-Detailed-Tutorial/351139548,1h 15m,Jan Zavrel,231 students
Expanding Journal,https://www.skillshare.com/en/classes/Expanding-Journal/2100628294,42m,Daniela Mellen,585 students
Learn To Create Stitch Brushes For Digital Embroidery In Procreate,https://www.skillshare.com/en/classes/Learn-To-Create-Stitch-Brushes-For-Digital-Embroidery-In-Procreate/278327554,30m,Vinita Upadhya,377 students
Academic Writing: Writing Research Papers That Get Results,https://www.skillshare.com/en/classes/Academic-Writing-Writing-Research-Papers-That-Get-Results/1201549308,1h 35m,Eve Williams,"1,281 students"
Urban Sketching in Procreate in Watercolor style - One - Point Perspective  and Drawing People,https://www.skillshare.com/en/classes/Urban-Sketching-in-Procreate-in-Watercolor-style-One-Point-Perspective-and-Drawing-People/1837110816,1h 7m,Inga Yoon,436 students
Adobe Illustrator: Paper Cut-out Effect,https://www.skillshare.com/en/classes/Adobe-Illustrator-Paper-Cut-out-Effect/943356008,1h 6m,Shelley Seguinot,496 students
3 Rainbow Watercolor Backgrounds for Hand Lettering (using brush markers),https://www.skillshare.com/en/classes/3-Rainbow-Watercolor-Backgrounds-for-Hand-Lettering-using-brush-markers/2077326289,40m,Sarah Ensign,379 students
Drawing Animals: How to Draw a Bunny,https://www.skillshare.com/en/classes/Drawing-Animals-How-to-Draw-a-Bunny/1794237250,49m,Patricia Caldeira,"1,087 students"
Creative Photography Techniques For Your Smart Phone Or DSLR,https://www.skillshare.com/en/classes/Creative-Photography-Techniques-For-Your-Smart-Phone-Or-DSLR/1246124540,21m,Amanda Creek,"1,135 students"
Floral Illustration- Learn to draw a Flower Bouquet- Ink Pen Drawing,https://www.skillshare.com/en/classes/Floral-Illustration-Learn-to-draw-a-Flower-Bouquet-Ink-Pen-Drawing/1469475649,34m,Meenakshi Muthuraman,558 students
How To Sculpt A Simple Bird for Beginners - Air Dry Clay + Acrylic Paints,https://www.skillshare.com/en/classes/How-To-Sculpt-A-Simple-Bird-for-Beginners-Air-Dry-Clay-Acrylic-Paints/2005897753,26m,Stephanie Kilgast,664 students
Wildflower Wonderland: A Gouache Painting Adventure,https://www.skillshare.com/en/classes/Wildflower-Wonderland-A-Gouache-Painting-Adventure/2080982935,38m,Peggy Dean,457 students
- SECOND NATURE - Finding Your Personal Style,https://www.skillshare.com/en/classes/SECOND-NATURE-Finding-Your-Personal-Style/1188184392,1h 28m,Megan Harris,375 students
15 Days of Summer Sky | Spring Landscape Paintings,https://www.skillshare.com/en/classes/15-Days-of-Summer-Sky-Spring-Landscape-Paintings/60160583,14h 0m,Debasree Dey,452 students
Impressionism - Paint this Night Cityscape in Oil or Acrylic,https://www.skillshare.com/en/classes/Impressionism-Paint-this-Night-Cityscape-in-Oil-or-Acrylic/28105637,3h 53m,Christopher Clark,247 students
How to Add Figures to Your Landscape Paintings,https://www.skillshare.com/en/classes/How-to-Add-Figures-to-Your-Landscape-Paintings/18640752,36m,Malcolm Dewey,892 students
The Complete Business Branding Masterclass,https://www.skillshare.com/en/classes/The-Complete-Business-Branding-Masterclass/1300474882,4h 8m,Robin & Jesper ✓,536 students
Rainbow Portraits: Play and Experiment with Light,https://www.skillshare.com/en/classes/Rainbow-Portraits-Play-and-Experiment-with-Light/1114741243,27m,Tabitha Park,826 students
Live Encore: Take Whimsical Photographs With Everyday Objects,https://www.skillshare.com/en/classes/Live-Encore-Take-Whimsical-Photographs-With-Everyday-Objects/333701282,40m,Amelie Satzger,491 students
Professional content creation for Instagram Story,https://www.skillshare.com/en/classes/Professional-content-creation-for-Instagram-Story/1331200441,39m,Alan Ayoubi,"1,258 students"
ChatGPT SEO for Beginners: Use ChatGPT to Optimize Your SEO with Artificial Intelligence,https://www.skillshare.com/en/classes/ChatGPT-SEO-for-Beginners-Use-ChatGPT-to-Optimize-Your-SEO-with-Artificial-Intelligence/224317418,51m,Diego Davila,446 students
New Product Development for Small Businesses and Entrepreneurs,https://www.skillshare.com/en/classes/New-Product-Development-for-Small-Businesses-and-Entrepreneurs/1210510499,1h 10m,Sekou White,610 students
Portrait Drawing: How to Get A Likeness part 2,https://www.skillshare.com/en/classes/Portrait-Drawing-How-to-Get-A-Likeness-part-2/1578142792,25m,Chris Petrocchi,711 students
Acuarela botánica: Aprende a pintar hojas increíbles desde cero,https://www.skillshare.com/en/classes/Acuarela-bot%C3%A1nica-Aprende-a-pintar-hojas-incre%C3%ADbles-desde-cero/1080129630,1h 22m,Buhita Acuarelas,192 students
Create furniture in blender.,https://www.skillshare.com/en/classes/Create-furniture-in-blender/2068701731,2h 17m,David Jaasma,363 students
Painting a Fairy - Learn Magical Watercolor Techniques,https://www.skillshare.com/en/classes/Painting-a-Fairy-Learn-Magical-Watercolor-Techniques/1722330825,48m,Irina Trzaskos,413 students
5 Easy Christmas Crafts!,https://www.skillshare.com/en/classes/5-Easy-Christmas-Crafts/1561048060,1h 8m,Jyoti Aggarwal,276 students
Ugly Sweater in Photoshop - A Smart Effect,https://www.skillshare.com/en/classes/Ugly-Sweater-in-Photoshop-A-Smart-Effect/1392596854,24m,Jon Brommet,570 students
Experimental Poster - Newspaper Glitchy Art - Photoshop,https://www.skillshare.com/en/classes/Experimental-Poster-Newspaper-Glitchy-Art-Photoshop/2135287504,22m,Klarens Malluta,728 students
What I Learned From My 1st Year Teaching On Skillshare,https://www.skillshare.com/en/classes/What-I-Learned-From-My-1st-Year-Teaching-On-Skillshare/1726257771,43m,Anne LaFollette,331 students
How to Create a Wholesale Greeting Card Line,https://www.skillshare.com/en/classes/How-to-Create-a-Wholesale-Greeting-Card-Line/206395490,17m,Ali Hooten,582 students
Optimiza tu Espacio de Trabajo: Automatiza Hábitos y Desbloquea tu Productividad,https://www.skillshare.com/en/classes/Optimiza-tu-Espacio-de-Trabajo-Automatiza-H%C3%A1bitos-y-Desbloquea-tu-Productividad/2006921386,42m,Santiago Acosta,164 students
"Modeling, Texturing and Lighting a Pineapple in Maya",https://www.skillshare.com/en/classes/Modeling-Texturing-and-Lighting-a-Pineapple-in-Maya/184205025,33m,Nexttut,844 students
Paint a realistic bird using acrylics,https://www.skillshare.com/en/classes/Paint-a-realistic-bird-using-acrylics/1570849111,2h 25m,Joe McMenamin,813 students
YOUTUBE MASTERCLASS: Create A YouTube Channel From Scratch,https://www.skillshare.com/en/classes/YOUTUBE-MASTERCLASS-Create-A-YouTube-Channel-From-Scratch/2014488048,1h 48m,Mario Guimarey,460 students
Oil Painting for Beginners - Color Temperature (Part 2),https://www.skillshare.com/en/classes/Oil-Painting-for-Beginners-Color-Temperature-Part-2/114329911,1h 24m,Rachael Broadwell,316 students
NEW: Character Design with Storytelling,https://www.skillshare.com/en/classes/NEW-Character-Design-with-Storytelling/680227061,47m,Stephanie Böhm,390 students
Digital Illustration: Attractive Portrait Drawing from Photo in Procreate,https://www.skillshare.com/en/classes/Digital-Illustration-Attractive-Portrait-Drawing-from-Photo-in-Procreate/1960610879,1h 17m,Jemsee,478 students
LinkedIn Advertising | How To Set Up Your First Campaign | All You Need To Know | Step By Step Guide,https://www.skillshare.com/en/classes/LinkedIn-Advertising-How-To-Set-Up-Your-First-Campaign-All-You-Need-To-Know-Step-By-Step-Guide/397019673,43m,Nikola Lugonja,625 students
Essential Watercolor Painting Techniques: A Beginner's Guide,https://www.skillshare.com/en/classes/Essential-Watercolor-Painting-Techniques-A-Beginners-Guide/1877138447,2h 0m,Francoise Blayac,312 students
Publicity 101: How to Pitch,https://www.skillshare.com/en/classes/Publicity-101-How-to-Pitch/1208174038,32m,Ashley M. Biggers,592 students
Punch Needle Yarn Sculpting,https://www.skillshare.com/en/classes/Punch-Needle-Yarn-Sculpting/1560712271,29m,Andie Solar,486 students
Top 3 Google Workspace (formerly G Suite) Tools That Enhance Productivity,https://www.skillshare.com/en/classes/Top-3-Google-Workspace-formerly-G-Suite-Tools-That-Enhance-Productivity/1531513312,45m,Korryn Haines,747 students
How to draw mountains with watercolor,https://www.skillshare.com/en/classes/How-to-draw-mountains-with-watercolor/373214919,19m,Ekaterina Azeeva,552 students
Productivity Tools for Creatives - Adobe Bridge,https://www.skillshare.com/en/classes/Productivity-Tools-for-Creatives-Adobe-Bridge/1461798968,55m,Raquel Torres,617 students
"Learn SCREENWRITING WITH MOVIES YOU KNOW: Home Alone, Iron Man, Dodgeball, Jaws, Die Hard and More",https://www.skillshare.com/en/classes/Learn-SCREENWRITING-WITH-MOVIES-YOU-KNOW-Home-Alone-Iron-Man-Dodgeball-Jaws-Die-Hard-and-More/1125711846,48m,Jordan Imiola,250 students
'Tooning Your Favorite Tune: Draw An Autobio Comic Strip of Your Favorite Song,https://www.skillshare.com/en/classes/Tooning-Your-Favorite-Tune-Draw-An-Autobio-Comic-Strip-of-Your-Favorite-Song/1285705223,30m,Keith Knight,636 students
A Beginners Guide To Comedy Writing & Performing,https://www.skillshare.com/en/classes/A-Beginners-Guide-To-Comedy-Writing-Performing/985968297,52m,Tony Vino,492 students
"Taking Full Control of Your Finances - Budgets, Templates, & No More Debt!",https://www.skillshare.com/en/classes/Taking-Full-Control-of-Your-Finances-Budgets-Templates-No-More-Debt/334976035,2h 16m,KW Professional Organizers,701 students
Beginner Guitar Lessons: Guitar Lesson 3,https://www.skillshare.com/en/classes/Beginner-Guitar-Lessons-Guitar-Lesson-3/2119068234,17m,Guitar Lessons By GuitArmy,824 students
Comment Créer des Papiers Magiques,https://www.skillshare.com/en/classes/Comment-Cr%C3%A9er-des-Papiers-Magiques/5892052,56m,Stella and Martin Anderle,112 students
3D Printable Flower Pots design,https://www.skillshare.com/en/classes/3D-Printable-Flower-Pots-design/918655258,1h 55m,Allen Mupandasekwa,70 students
Scooops! Crochet Earrings for Beginners,https://www.skillshare.com/en/classes/Scooops-Crochet-Earrings-for-Beginners/1664368283,36m,Khara Plicanic,512 students
Retro Illustration: Make Your Own Paper Doll in Procreate,https://www.skillshare.com/en/classes/Retro-Illustration-Make-Your-Own-Paper-Doll-in-Procreate/1082184966,1h 6m,Julia Leister,255 students
Blog Post Idea Generation: 30+ Ways to Come Up with Ideas for Your Blog,https://www.skillshare.com/en/classes/Blog-Post-Idea-Generation-30-Ways-to-Come-Up-with-Ideas-for-Your-Blog/1165181600,51m,Rebecca Livermore,666 students
How to Learn Any Language in a Few Simple Steps! Lessons from a Polyglot,https://www.skillshare.com/en/classes/How-to-Learn-Any-Language-in-a-Few-Simple-Steps-Lessons-from-a-Polyglot/2009213400,48m,Cat Mansouri,"1,056 students"
Mastering iMovie,https://www.skillshare.com/en/classes/Mastering-iMovie/1015878170,2h 5m,Steve Burnich,515 students
Plein Air Painting For Noobs: Beginner Watercolor Landscape Painting,https://www.skillshare.com/en/classes/Plein-Air-Painting-For-Noobs-Beginner-Watercolor-Landscape-Painting/1845722996,25m,Meg Viola,657 students
Sewing For Beginners: The Foundations For Sewing Projects,https://www.skillshare.com/en/classes/Sewing-For-Beginners-The-Foundations-For-Sewing-Projects/496426575,31m,Jo Simpson,584 students
How to Get Sponsorships & Brand Deals for Your Podcast/Channel,https://www.skillshare.com/en/classes/How-to-Get-Sponsorships-Brand-Deals-for-Your-PodcastChannel/1561379107,1h 7m,Faisal Choudhry,348 students
Yoga for Beginners: A Full Body Introductory Routine,https://www.skillshare.com/en/classes/Yoga-for-Beginners-A-Full-Body-Introductory-Routine/987077938,12m,Yoga With Dakota,"1,167 students"
Drawing Textures and Contrast with Pen and Inks - Part 1,https://www.skillshare.com/en/classes/Drawing-Textures-and-Contrast-with-Pen-and-Inks-Part-1/1996139489,48m,Shirish Deshpande,734 students
Advanced Photo Restoration Techniques,https://www.skillshare.com/en/classes/Advanced-Photo-Restoration-Techniques/817708498,1h 12m,Jonathon Parker,239 students
