,title,level,language,crediteligibility,link
20511,PySpark Project- End to End Real Time Project Implementation,All Levels,Spanish,Yes,https://www.skillshare.com/en/classes/Ready-Wet-Paint-Learn-to-paint-a-Black-and-White-Cat-in-Watercolour/1110255998
15604,Excel: Automating Financial Reports with Power Query,All Levels,Spanish,Yes,https://www.skillshare.com/en/classes/Design-as-Strategy-Talking-About-Design/667043095
24199,Web Content Writing Masterclass in 2023+Power words eBook,Expert,German,Yes,https://www.skillshare.com/en/classes/Doodle-Flower-Design-Pattern-in-Illustrator-A-Graphic-Design-for-Lunch%E2%84%A2-Class/1764017970
9545,Ruby on Rails 6: Startup MVP: School Attendance Tracking App,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Tie-Dye-Photoshop-Effects/1221659127
176,PHP with Laravel for beginners - Become a Master in Laravel,Expert,English,No,https://www.skillshare.com/en/classes/Simplifying-Painting-1-Brush-3-Colors-7-Paintings/86514482
10272,Tableau Desktop for Data Analysis & Data Visualization,Expert,French,Yes,https://www.skillshare.com/en/classes/Beginners-Guide-To-Watercolors-10-Days-Challenge/1055749052
7275,C# Basics - Learn the building blocks of programming,Beginner,French,No,https://www.skillshare.com/en/classes/Fashion-Illustration-How-To-Draw-Images-From-Magazines/1473412145
10138,Passive Income 6 figures Drop Servicing Home Online Business,Intermediate,Spanish,No,https://www.skillshare.com/en/classes/How-to-draw-a-Human-Skull-Academic-Drawing-Course/823521609
1623,Spring Boot For Beginners,Expert,Spanish,No,https://www.skillshare.com/en/classes/Touch-Typing-Mastery-Course-all-keys/2114172346
1236,Ultimate ASP.NET Core Web API Development Guide,All Levels,Chinese,Yes,https://www.skillshare.com/en/classes/Parallax-Illustration-Create-Mesmerizing-3D-Scenes-in-Adobe-After-Effects/118456728
6335,"Learn Basic HTML, CSS, Javascript/Typescript and React Fast",Beginner,French,Yes,https://www.skillshare.com/en/classes/10-Minute-Art-Journaling-A-7-Day-Challenge-to-Conquer-Artist%E2%80%99s-Block/1861566574
2234,"Java 21, Java 17, Java 11 and Advanced Java 8",Intermediate,Chinese,Yes,https://www.skillshare.com/en/classes/Outlook-2019-Beginner/1098389696
5152,Unleash Your Creativity: Build Point & Click Game in Unity,Intermediate,German,Yes,https://www.skillshare.com/en/classes/painting-white-in-watercolor/1233615941
14030,Microsoft Excel Essentials (Bookkeeping & Accounting),Beginner,German,Yes,https://www.skillshare.com/en/classes/Faced-With-Fear-Conquering-Your-Fears-of-Illustrating-Faces-The-Masculine-Face/1360822287
21728,PL-500 Power Automate RPA Bootcamp,All Levels,English,Yes,https://www.skillshare.com/en/classes/Music-Production-Bootcamp-For-Beginners-Module-5-Mixing-The-Beat/1697784367
12311,Alibaba To Amazon FBA - 2023 Product Importation Masterclass,All Levels,Spanish,Yes,https://www.skillshare.com/en/classes/Micro-Budget-Filmmaking-Directing/1938363757
16541,TRADING TRUTHS,All Levels,Spanish,No,https://www.skillshare.com/en/classes/Mixed-Media-A-Beginners-Approach-to-Abstract-Painting/417497886
2394,AWS CloudFormation Step By Step: Beginner to Intermediate,Beginner,Chinese,Yes,https://www.skillshare.com/en/classes/Read-Music-Fast-for-Piano-The-Easy-Way-to-Sight-Read-Music-Workbook/20401401
20174,How to ChatGPT: Master the Art of Prompt Engineering,All Levels,Chinese,Yes,https://www.skillshare.com/en/classes/Digital-Editorial-Illustration-in-Procreate/546213643
18534,LPI Linux Essentials (010-160) Complete Course and Exams,Beginner,German,Yes,https://www.skillshare.com/en/classes/Rex-Ray-Inspired-Design-Using-Illustrator-and-Photoshop-Layering-Techniques-for-Texture-and-Interest/1453767068
5918,"2023 Fullstack: Full Laravel with QRCodes, APIs, Android/iOS",Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Painting-Portraits-in-Procreate-Plus-3-Ways-to-Share-with-Instagram-Reels/1859258975
10224,Exceptional Leadership: Leading at a Higher Level,Expert,English,No,https://www.skillshare.com/en/classes/How-to-Draw-Cross-Hatching-for-Beginners/2113342622
13213,Coaching for Managers,All Levels,English,Yes,https://www.skillshare.com/en/classes/Natural-Light-Food-Photography-Shaping-the-Light/1689491834
2436,iOS 12 Swift 4.2 - The Complete iOS App Development Bootcamp,Intermediate,Chinese,No,https://www.skillshare.com/en/classes/Cinema-4D-Crash-Course-Design-a-Six-Pack-Case/479623344
19015,The Absolute Beginners Guide to Information Technology 2023,Expert,English,No,https://www.skillshare.com/en/classes/Drawing-Characters-for-Storytelling-Designing-Inking-and-Coloring/329516317
18841,GCP - Google Cloud Professional Data Engineer Certification,All Levels,Chinese,No,https://www.skillshare.com/en/classes/Introduction-to-Particle-Dynamics-and-Fluids-in-Houdini/1949006044
11032,Joke Writing Made Simple,Expert,Chinese,No,https://www.skillshare.com/en/classes/How-to-write-science-fiction-fantasy/2137201070
17360,International Trade - Part 3: International Payment Systems,Intermediate,English,No,https://www.skillshare.com/en/classes/Dreamy-Donuts-In-4-Easy-Steps-A-Delicious-Procreate-Process-For-Beginners/382281642
3746,AWS Solutions Architect Associate Practice Exams - 2023,All Levels,French,No,https://www.skillshare.com/en/classes/Orchestration/1053132907
7772,Apache Spark Interview Questions Preparation Course,All Levels,German,No,https://www.skillshare.com/en/classes/Night-Sky-Photography-Milky-Way-and-Star-Trails/743006941
1327,Machine Learning and Data Science Hands-on with Python and R,All Levels,English,No,https://www.skillshare.com/en/classes/Unreal-Engine-5-UE5-Complete-Lighting-Guide-for-Beginners/1118394658
6613,Learning Objective-C Programming,Intermediate,French,No,https://www.skillshare.com/en/classes/How-to-Draw-Kawaii-Sticker-Illustrations-Cute-Fast-Food-Procreate/1518601869
7796,Django: Create Your Own Modern Banking App with Django 2023,Intermediate,Spanish,Yes,https://www.skillshare.com/en/classes/Unlock-Your-Secret-Productivity-How-to-Build-Your-Perfect-Daily-Routine/30894229
5735,Advanced C# Programming Concepts for C# Projects/Interviews,Intermediate,Chinese,No,https://www.skillshare.com/en/classes/Creating-a-believable-3D-image-in-charcoal-BASIC/2033249406
19422,The Guide To macOS Mojave,Expert,French,Yes,https://www.skillshare.com/en/classes/Design-a-Gift-Box-in-Fusion-360/92257974
3276,DevOps For Beginners: Saving Your Code From The Apocalypse,Beginner,English,No,https://www.skillshare.com/en/classes/Learn-a-Foreign-language-How-to-speak-any-through-the-art-of-mnemonics/1658765453
2746,A Comprehensive Introduction to Java Virtual Machine (JVM),Expert,French,Yes,https://www.skillshare.com/en/classes/Sell-Your-Art-Masterclass-Part-4/1550894141
17863,Key Elements in Managing Operational Risk,Intermediate,Spanish,No,https://www.skillshare.com/en/classes/Drawing-Masterclass-10-Projects-For-Better-Observation/580874594
8294,Using JSON In Unreal Engine 4 - C++,Intermediate,Chinese,No,https://www.skillshare.com/en/classes/Graphic-Design-Explore-Typography-through-Animated-Music-Posters/1362875227
8083,Python Packaging: Create and Publish Your Own Modules,All Levels,French,Yes,https://www.skillshare.com/en/classes/Professional-Studio-Portrait-Retouching/1115550021
12484,Intro to ISO 14001:2015 EMS -Environmental Management System,Beginner,French,Yes,https://www.skillshare.com/en/classes/Watercolored-Botanicals-with-Calligraphy/1706027130
16239,Forex Trading,Intermediate,French,Yes,https://www.skillshare.com/en/classes/Transformational-Character-Arcs-6-Steps-to-a-Plot-Driving-Protagonist/425442908
13190,Unlocking Amazon KDP: Your Passive Income Blueprint in 2023,Expert,German,Yes,https://www.skillshare.com/en/classes/Absolute-Entrepreneurship-Part-3-Your-Best-Business-Plan/2022786151
16758,Financial Freedom: Overcome Your Money Fears,Beginner,French,No,https://www.skillshare.com/en/classes/Watercolor-Painting-Practice-Fundamentals-Water-Control-w-Popsicles/813909310
24835,Hypnosis Practitioner & Hypnotherapy Guide (CPD Accredited),Expert,Chinese,No,https://www.skillshare.com/en/classes/Watercolor-for-Beginners-Fun-and-Easy-Techniques-to-Paint-Realistic-Flowers/775884296
3865,Machine Learning In The Cloud With Azure Machine Learning,Beginner,English,Yes,https://www.skillshare.com/en/classes/Video-Editing-For-Content-Creators-Animate-Add-Text-To-Videos-in-Adobe-After-Effects-CC/85794640
15259,Metaverse Avatars Course: Create Your Avatar Anytime,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/Complete-Guide-to-RTK-Query-with-React-JS/1252577146
10004,Digital Diversity/Cyber-Citizen/Cross-Cultural Communication,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Type-Design-Introduction-to-Effects-in-Illustrator/1885215356
13580,The economic model of emerging countries - Michael Spence,Beginner,French,Yes,https://www.skillshare.com/en/classes/TraDigital-Art-Using-Traditional-Elements-in-Digital-Art/211947500
16242,The Complete Micro Economics Course For Beginners,Beginner,Chinese,Yes,https://www.skillshare.com/en/classes/Complete-Guide-to-Realistic-Oil-Painting-Part-3-Prepping-for-Painting/618762167
17210,Know Your Customer (KYC) - Easy Walkthrough In KYC/AML,Beginner,English,No,https://www.skillshare.com/en/classes/Beginners-Guide-to-Crocheting-Cup-Cozies/1082736632
13504,"""Hands On"" Project Management: The Learn by Doing Approach",Intermediate,Chinese,Yes,https://www.skillshare.com/en/classes/Make-Your-Marketing-Process-Agile-with-Kanban/973428109
268,SQL and PostgreSQL: The Complete Developer's Guide,Beginner,French,Yes,https://www.skillshare.com/en/classes/Watercolor-Loose-Floral-Bouquet-Compose-Paint-Step-by-Step/1263682185
518,"Complete Guide to Protocol Buffers 3 [Java, Golang, Python]",Beginner,French,Yes,https://www.skillshare.com/en/classes/AD5-Plan-and-Set-Up-a-Reflected-Butterfly-in-Affinity-Designer-Using-a-Symbol-and-Assets/13683434
7159,Learning Git - A Beginners Git Course From Infinite Skills,Expert,English,Yes,https://www.skillshare.com/en/classes/Manual-Camera-Basics/416642146
17036,How To Pay A Whole Lot Less For College,Expert,English,Yes,https://www.skillshare.com/en/classes/Expressive-Vintage-Botanicals-in-Opaque-Watercolor-Four-Loose-Floral-Artworks/1636277510
13207,Work at Home and Run a Business That Works All Day,Expert,English,No,https://www.skillshare.com/en/classes/Fiverr-SEO-Fundamentals-Learn-How-To-Set-Up-Your-Fiverr-Gigs-The-Right-Way/1431790643
6360,Java Object-Oriented Programming: AP Computer Science B,Intermediate,Spanish,No,https://www.skillshare.com/en/classes/How-to-draw-Therapeutic-Mandala-Step-by-Step-Worksheet-included/369403192
17995,The Fundamental Investing Course,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Print-on-Demand-Embroidery-with-Printful/1779969535
2358,Web Development Concepts for Everyone,All Levels,German,Yes,https://www.skillshare.com/en/classes/Lush-Green-Forest-Waterfalls-A-Watercolor-Exercise/283168743
6023,End to End Automation using Python | Web Application & API,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/How-to-Make-Effective-Talking-Head-Videos-My-Pro-Tips/860288628
15971,Learn Global Macro Trading & Investing for Retail Investor,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Introduction-to-3D-with-Nomad-Sculpt/1446400700
12777,Easiest Side Hustle:Passive Income from Domain Flipping,Beginner,German,Yes,https://www.skillshare.com/en/classes/Creating-a-Dynamic-Character-How-to-Draw-Hair-and-Beard/645224186
22537,Pass Microsoft Tests and Get Certified!,Expert,Spanish,No,https://www.skillshare.com/en/classes/Setting-Up-a-Character-Rig-in-Adobe-Character-Animator/1215922277
19922,SC-100: Microsoft Cybersecurity Architect,Intermediate,French,No,https://www.skillshare.com/en/classes/Handlettering-f%C3%BCr-absolute-Beginner/516337769
937,Learn Blockchain By Building Your Own In JavaScript,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Chinese-Beginner-2/664982246
19126,Prometheus Alerting and Monitoring,Beginner,Spanish,No,https://www.skillshare.com/en/classes/Super-Vision-Intro-to-Eyewear-Design/1597149318
3459,Introduction to Computer Science,Beginner,French,Yes,https://www.skillshare.com/en/classes/How-to-Illustrate-with-Fabric-Thread-The-Art-of-Fusible-Appliqu%C3%A9/404037387
14504,Corporate Finance 101: Financial Statement Analysis & Ratios,Expert,French,Yes,https://www.skillshare.com/en/classes/4-Posts-that-Will-Get-You-More-Engagement-on-Facebook/1414101867
4965,Advanced iOS: Volume 1 - All source code updated to Swift 5,Intermediate,German,Yes,https://www.skillshare.com/en/classes/The-Magic-of-Color-Make-Eye-Popping-Colorful-Acrylic-Paintings/16857327
14112,GST Returns Course (Live Working) : Get Certified Today,Expert,Chinese,No,https://www.skillshare.com/en/classes/Gouache-101-Tools-Tips-Techniques-Create-a-Boho-Abstract-Painting/1292410661
2774,"Python 3 in 1: Basics, Advanced and Django",All Levels,German,Yes,https://www.skillshare.com/en/classes/The-Complete-Piano-Chords-Course-Beginner-Level-Part-1/782941573
16795,DCF Valuation Techniques - Company Analysis of Twitter,All Levels,German,Yes,https://www.skillshare.com/en/classes/Complete-WordPress-SEO-course-Part-4-of-10-Content-SEO/1348983676
3119,Linear Algebra for Data Science & Machine Learning  - Math,Intermediate,French,No,https://www.skillshare.com/en/classes/Personal-Branding-Your-Copywriting-Secret-Sauce/1527973312
8420,Learn Java8 Streams By Coding it with Hands on Example,Intermediate,Spanish,No,https://www.skillshare.com/en/classes/Figma-Prototyping-Animations-Design-Interactive-Prototypes/1719470874
1210,PHP Development,All Levels,French,No,https://www.skillshare.com/en/classes/Java-Projects-For-Intermediates/1242064596
1085,"Talend Open studio ,database ,warehouse course by mahesh",Expert,Chinese,No,https://www.skillshare.com/en/classes/Find-Your-Creative-Voice-Mix-Illustration-Painting-in-a-Powerful-Portrait/1464141623
13137,SCRUM BASICS- Intro to AGILE & SCRUM (Live Project Examples),Expert,French,Yes,https://www.skillshare.com/en/classes/ASL-First-120-Basic-Questions-American-Sign-Language/1089163381
15665,Top Considerations for Accounts Payable Workflow Solutions,Intermediate,French,Yes,https://www.skillshare.com/en/classes/Daily-Spoken-French-Lesson-1-First-steps-in-a-French-speaking-country/2094116173
9595,Create a document search system in Laravel,Intermediate,Spanish,No,https://www.skillshare.com/en/classes/Art-for-Kids-Learn-How-to-Draw-and-Paint-a-Cool-Sea-Turtle-with-Watercolor-Paints/1125540646
6218,Flutter 3.0 Rest API crash course build a News app from zero,Intermediate,Chinese,No,https://www.skillshare.com/en/classes/Pivot-Tables-I-Excel-Bootcamp-Part-4/482562803
8852,Website Speed Optimization - Front-end + WordPress,Intermediate,French,Yes,https://www.skillshare.com/en/classes/Animated-icon-transition-in-After-Effects/1342332763
3036,Unreal Engine 4 Game Develop: Battle Royale with Blueprint,Expert,Spanish,No,https://www.skillshare.com/en/classes/Adobe-After-Effects-The-main-course/1821460498
12567,"Etsy Masterclass: Marketing, Sales & Social Media",Expert,German,Yes,https://www.skillshare.com/en/classes/How-To-Start-A-Portrait-Drawing-Lightning-Fast/1707959783
16974,Created the formula .Calculation Food Cost.,Beginner,English,Yes,https://www.skillshare.com/en/classes/Sleep-Meditations-Fall-asleep-fast-and-sleep-better-with-7-guided-sleep-meditations/1352854879
9977,ChatGPT Masterclass: ChatGPT Guide for Beginners to Experts!,Expert,German,Yes,https://www.skillshare.com/en/classes/Create-a-colorful-Abstract-Poster-using-Cinema4D-and-Photoshop/1507807438
19066,AWS Networking Masterclass - Amazon VPC & Hybrid Cloud 2023,Beginner,English,Yes,https://www.skillshare.com/en/classes/Autumn-Watercolors-Paint-Your-Favorite-Trees/1361667820
17613,Crypto Airdrop Hunter,Beginner,English,No,https://www.skillshare.com/en/classes/Instagram-Marketing-Ultimate-30-Days-Action-Plan-For-Growth/1827953315
1769,Git by Example,Intermediate,English,Yes,https://www.skillshare.com/en/classes/10-Steps-To-Permanent-Happiness/225506879
15108,TRADING PSYCHOLOGY: Trading Mindset Mastery,Intermediate,Spanish,No,https://www.skillshare.com/en/classes/Basics-of-Photography-Exposure-Triangle/748409741
21463,The Complete Google Forms Course - Sending & Analyzing Forms,All Levels,Spanish,Yes,https://www.skillshare.com/en/classes/Bubble-Letter-Bootcamp-Learn-Bubble-Lettering-From-A-Z/1992787860
11925,Start your own recruitment agency from home - Beginner,All Levels,French,No,https://www.skillshare.com/en/classes/Creative-coding-Create-CSS-collage/1972189754
16355,Basics of banking in India in 7 hours,Beginner,Spanish,No,https://www.skillshare.com/en/classes/Oil-Painting-Basics-Everything-You-Need-to-Know-to-Start-Oil-Painting/1091073743
7626,LookML A-Z: Google Looker for Developers,Intermediate,Spanish,Yes,https://www.skillshare.com/en/classes/Wild-Flower-Art-from-Paper-and-Polymer-Clay-Easy-Sculpting-Techniques/1184421515
17559,The Complete Investment Banking Interview Course,Intermediate,French,Yes,https://www.skillshare.com/en/classes/Draw-Better-Basic-Tips-That-Instantly-Improve-Your-Artwork/653088050
11026,BPMN 2.0 Business Process Modelling for Business Analysts,All Levels,German,Yes,https://www.skillshare.com/en/classes/Unleash-Your-Creativity-Crafting-Abstract-Art-with-Color-Palettes-From-Your-Photos/1244309543
13867,DeFi Cryptocurrency Course - How to Invest in the Best!,Expert,Spanish,No,https://www.skillshare.com/en/classes/iPhone-Photography-Take-Amazing-Photos-With-Just-Your-Phone/2097662287
3562,Mapping in Leaflet JS,Beginner,German,No,https://www.skillshare.com/en/classes/Release-your-creativity-with-cake-decorating-5-ways-to-frost-a-cake/408293695
6659,Math for Machine Learning,All Levels,English,No,https://www.skillshare.com/en/classes/Fast-and-Easy-Surface-Pattern-Design-Quickly-Create-a-Repeating-Pattern-in-Illustrator/1137897577
130,Microservices with Node JS and React,All Levels,German,No,https://www.skillshare.com/en/classes/Watches-How-to-Design-Manufacture-and-Build-a-Brand/1832452214
15134,How To Invest In Stocks The Complete Guide,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Beginner-Colour-Color-Theory-Painting-With-Saturation-and-Neutrals/1883327932
3220,The Complete CSS Flexbox Guide With a Complete Project 2023,All Levels,German,No,https://www.skillshare.com/en/classes/Make-and-Sell-Overlays-for-Social-Media-in-Adobe-Photoshop-A-Graphic-Design-for-Lunch%E2%84%A2-Class/955356347
4880,A Complete Introduction to the C++ Programming Language,Expert,French,Yes,https://www.skillshare.com/en/classes/Time-Management-Made-Easy-Simple-Productivity-Habits-That-Work/986172572
4918,Create a Text Completion ChatGPT A.I. Bot With Tkinter,Beginner,Chinese,Yes,https://www.skillshare.com/en/classes/Brush-Lettering-Basics-Everything-You-Need-To-Know-To-Get-Started/873796477
1176,Unreal Engine 4 Blueprints - The Ultimate Developer Course,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Textures-and-backgrounds-for-abstract-paintings-Part-1/1345882850
5582,PHP with MySQL 2023: Build 5 PHP and MySQL Projects,Intermediate,English,No,https://www.skillshare.com/en/classes/Cloth-Physics-in-Blender-Create-cloth-simulations-animations-and-cloth-models-using-blender-3D/941632338
1825,REST Assured. API test automation for beginners,Beginner,German,No,https://www.skillshare.com/en/classes/Fashion-Collaborations-Creating-a-Successful-Product-Together/1867900073
18158,Corporate Fraud Regulations & Control,All Levels,German,No,https://www.skillshare.com/en/classes/Lettering-Tips-Answers-to-Your-Most-Frequently-Asked-Questions/1260861538
22774,Happiness Life Coach Certification  (Accredited),Expert,Chinese,No,https://www.skillshare.com/en/classes/Writing-Blog-Posts-Using-Artificial-Intelligence-Ethically/71000793
19767,Oracle Database on AWS: Exploring EC2 & RDS from scratch,Intermediate,Spanish,Yes,https://www.skillshare.com/en/classes/Rediscovering-Color-A-Fresh-Approach-for-Watercolor-Gouache-Acrylic-Oil/1229779686
160,The Complete Front-End Web Development Course,Expert,English,Yes,https://www.skillshare.com/en/classes/Learn-to-Code-with-HTML-and-CSS/1964987338
9875,PMP Certification Exam Prep 35 PDU Project Management Course,All Levels,English,Yes,https://www.skillshare.com/en/classes/Drawing-Cats-from-References-How-to-Draw-a-Cat-Illustration-in-Procreate/172107413
21465,Microsoft Project 2016 Beginner to Intermediate Course,Expert,German,No,https://www.skillshare.com/en/classes/Figma-for-Web-Design-UI-UX-The-Essentials/610770477
22844,How to Design Effective Training Programs,Expert,German,No,https://www.skillshare.com/en/classes/Cake-decorating-essentials-Nailing-Fondant-the-Seamless-Paneling-Method/2016893718
20885,Microsoft Excel: Excel - Beginner to Advanced (Full Excel),Expert,Spanish,Yes,https://www.skillshare.com/en/classes/Exploring-Watercolor-Techniques-5-Easy-Flowers-for-Beginners/1798339601
1707,Mastering ARKit for iOS,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Enchanted-Forests-Negative-Painting-Easy-Watercolor-Landscape/1477687427
2216,"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",Intermediate,English,No,https://www.skillshare.com/en/classes/No-Effort-Sketch-Journaling-Art-Journaling-Made-Easy-With-Pen-Watercolors-and-a-Tiny-Sketchbook/845542673
6329,Django with GeoLocation,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Make-really-great-video-with-your-iPhone-or-iPad-part-2-of-3/1145188259
2995,Python for Beginners: Easy Python for Beginners Course,Beginner,German,Yes,https://www.skillshare.com/en/classes/Voiceover-Success-on-Fiverr/1839889764
23978,Photoshop CC for Beginners : Adobe Photoshop Course,Beginner,French,No,https://www.skillshare.com/en/classes/How-to-Draw-Hands-The-Easy-Way/63072081
398,Jenkins 2 Bootcamp: Fully Automate Builds to Deployment 2020,All Levels,French,No,https://www.skillshare.com/en/classes/Planting-Seeds-Starts-Backyard-Abundance-part-3/920075166
9812,SQL - MySQL for Data Analytics and Business Intelligence,All Levels,English,No,https://www.skillshare.com/en/classes/Synthesis-and-Sound-Design-for-Music-Production-and-Composition-The-Complete-Beginners-Guide/874512074
22273,Excel Certification Exam Preparation: 4 Practice Tests 2023,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Photoshop-on-the-iPad-MasterClass/1776340917
19796,How To Write User Stories That Deliver Real Business Value,All Levels,French,No,https://www.skillshare.com/en/classes/From-Chaos-to-Clarity-Mindful-Decluttering-for-Creatives/753335076
15425,Ultimate Crypto Portfolio Tips and Easy Trading Techniques,Beginner,French,No,https://www.skillshare.com/en/classes/Programming-Graphics-III-Painting-with-Sound/738981508
14947,Start a Roth IRA Now!,Beginner,French,Yes,https://www.skillshare.com/en/classes/Drawing-Trees-Like-a-XIXth-Century-Artist/1252071916
13315,The Complete IPO Course: Learn Initial Public Offerings,Expert,English,No,https://www.skillshare.com/en/classes/Classic-Course-Beginner-Watercolor-Painting-Portland-Headlight-Maine-Lighthouse/1206536242
6713,Developing Role-Based Full-Stack App : SpringBoot + Angular,Intermediate,Spanish,No,https://www.skillshare.com/en/classes/The-Essential-Coaster-Learn-the-Basics-of-Crocheting-in-the-Round/1463854058
3940,C# Console Programming Exercises for Beginners Step by Step,Beginner,French,Yes,https://www.skillshare.com/en/classes/How-to-create-YouTube-Shorts-that-STAND-OUT-Step-by-Step-Guide/573304085
16556,Fundamental Market Analysis with Python,Intermediate,French,Yes,https://www.skillshare.com/en/classes/Watercolor-All-Year-Round-Maintain-a-Practice-Build-Your-Skill-Set-with-Simple-Forests/357862111
10608,Customer Service Training: Dealing with Difficult Customers,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Brush-Lettering-Basics-in-5-Easy-Steps/1394330758
18526,Introduction to AWS - Understand AWS basics in 2 hours!,Beginner,French,Yes,https://www.skillshare.com/en/classes/Bass-Guitar-Bass-MASTERY-FROM-THE-BEGINNING-Beginner-Bass-from-Scratch-Quick-and-Easy-Bass/1313617582
13630,The Complete Technical Analysis Trading Course (2023),Expert,Spanish,Yes,https://www.skillshare.com/en/classes/Be-Creative-Exploring-Watercolor-Patterns-to-Holiday-Card-Making/7352334
16989,Level 9 - Japanese Candlesticks Trading Mastery Program,Expert,Spanish,No,https://www.skillshare.com/en/classes/Freelance-Mastery-Skyrocket-Your-Design-Biz/2131728038
21385,Microsoft Project 2019: Beginner to Advanced Mega Bundle,Expert,German,No,https://www.skillshare.com/en/classes/PowerPoint-Inkscape-Create-Animated-Infographics/807745529
5943,Create a Movie Streaming Website and OTT App Like Netflix,Beginner,Chinese,No,https://www.skillshare.com/en/classes/Aprende-a-mezclar-colores-con-ACUARELA-Crea-tu-propia-carta-de-mezclas/670506594
11816,Set Yourself Up For Success with Salesforce Skills,Beginner,English,No,https://www.skillshare.com/en/classes/How-To-Drive-Thousands-Of-Visitors-Free-Traffic-To-Your-Blog-Or-Website/1636091903
22848,Goals: The Lifelong Project - 8 PDUs,Expert,Spanish,No,https://www.skillshare.com/en/classes/The-Character-Design-Course-V1-31-Updated-15-June-2021/1730610915
12542,Self-publishing: Free Amazon Kindle eBook Self-publishing,Intermediate,German,Yes,https://www.skillshare.com/en/classes/Lettering-Layouts-Design-a-Composition-Step-by-Step/1014043948
9085,Physics For Unity 2022 - Lifetime Access,Beginner,French,No,https://www.skillshare.com/en/classes/Romanticize-Your-Business-Video-Content-Creation-with-Canva/785259447
449,Java Persistence: Hibernate and JPA Fundamentals,Intermediate,French,No,https://www.skillshare.com/en/classes/Crafting-Crepe-Paper-Flowers-Poppies/516674286
16736,A Complete Guide to Becoming a Trader on the Forex Market,Intermediate,Chinese,Yes,https://www.skillshare.com/en/classes/Turn-Your-Illustrations-into-Real-Life-Objects-with-a-Magic-of-Stop-Motion/1013220793
13885,Bank Reconciliations & Cash Internal Controls,All Levels,Spanish,No,https://www.skillshare.com/en/classes/the-world-of-management/1231369241
13385,Health & Safety and Food Safety for hospitality operators,All Levels,French,Yes,https://www.skillshare.com/en/classes/Learn-Adobe-Illustrator-Create-your-Unique-Greeting-Card/93975363
18657,RPA - Process Automation using UIPATH - Beginner to Expert,Expert,English,No,https://www.skillshare.com/en/classes/Facial-Expressions-Sketch-Characters-with-Emotion/704454497
17171,Finance controlling of Material costs,Intermediate,German,Yes,https://www.skillshare.com/en/classes/Beginning-Stock-Photography-Boost-Your-Income-by-Selling-Photos-Online/1776965454
13588,The Complete Finance Manager Course,All Levels,Spanish,Yes,https://www.skillshare.com/en/classes/Mastering-Brushstrokes-Putting-It-All-Together-Part-6-of-6/886173629
8727,Introduction to ML.NET or Machine Learning with .NET,Beginner,English,No,https://www.skillshare.com/en/classes/Blogging-For-Beginners-How-To-Start-a-Blog-With-Googles-Blogger-Platform/1899951483
19274,Salesforce Lightning Flows - Flows Made Easy,All Levels,English,No,https://www.skillshare.com/en/classes/Becoming-a-Brand-Strategist-%E2%94%82The-Brand-Identity-System-Fundamentals/1219747109
6606,"Learn Basic HTML, CSS & Javascript (Typescript) with Angular",Beginner,French,Yes,https://www.skillshare.com/en/classes/From-One-Design-Make-Many-Variations-in-Adobe-Illustrator-A-Graphic-Design-for-Lunch%E2%84%A2-Class/636665256
6521,Introduction to Editing Audio for Games Course,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Sketch-App-Basics-How-to-Design-and-Prototype-Using-Sketch/531426512
366,NestJS: The Complete Developer's Guide,Intermediate,Chinese,No,https://www.skillshare.com/en/classes/Watercolor-Mistletoe-in-a-Negative-Painting-Technique/1674264988
16350,Personal Finance #3–Financial Services & Bank Reconciliation,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Web-Writing-Secrets-Create-Content-That-Captivates-Your-Audience/488157793
13437,Effective Listening Skills for Leaders,Expert,German,Yes,https://www.skillshare.com/en/classes/Writing-How-To-Write-A-Great-How-To-Book-Fast/1878299874
7559,ChatGPT - Building AI Applications Visually (no-code),Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Course-1-Learn-FilipinoTagalog-Step-by-Step/1972989309
22312,Microsoft Outlook 2016 - Top 50 Super Tricks within  2.5 Hrs,Expert,Chinese,No,https://www.skillshare.com/en/classes/Microsoft-Access-for-Beginners-The-Complete-Beginners-Guide-to-Access/1393984027
19251,UML Fundamentals,Expert,Chinese,No,https://www.skillshare.com/en/classes/Creating-Realistic-Wildlife-with-PanPastels-and-Pastel-Pencils-Tiger-Eye/427906147
